[u, ią]	[ù, ią]	0.15384615384615385
[a, į, a, ai]	[a, į́, a, ai]	1.0
[au, o, o, i, i]	[au, o, o, ì, i]	1.0
[e, i, o, i, e]	[e, i, ó, i, e]	1.0
[a, i, iau, ė]	[a, ì, iau, ė]	1.0
[a, ei, ia]	[a, éi, ia]	1.0
[ia, i, o]	[ia, ì, o]	1.0
[a, e, a, e]	[à, e, a, e]	1.0
[u, i, o, o, e]	[u, i, ó, o, e]	1.0
[u, ir, ų]	[u, ìr, ų]	1.0
[i, au, i]	[i, au, ì]	1.0
[au, o]	[aũ, o]	0.7619047619047619
[ar, o, i, o, e]	[ar, ò, i, o, e]	1.0
[u, ir, au]	[u, ir, aũ]	1.0
[a, u, au]	[a, u, aũ]	1.0
[a, a, y, iu]	[a, a, ý, iu]	1.0
[o, y, o]	[o, ỹ, o]	0.8181818181818182
[i, o, i]	[i, ó, i]	0.5652173913043478
[er, ai, y, i]	[ér, ai, y, i]	1.0
[er, i, ų]	[er, ì, ų]	0.5
[au, ę]	[aũ, ę]	1.0
[o, e, o, iu]	[o, è, o, iu]	1.0
[ian, ie, o]	[iañ, ie, o]	1.0
[ir, ai]	[ir, aĩ]	0.25
[o, i, o]	[ò, i, o]	0.4
[er, in, a]	[er, ìn, a]	1.0
[a, e, i, a]	[a, è, i, a]	1.0
[uo, a, iai]	[uo, a, iaĩ]	1.0
[i, e, io]	[i, è, io]	1.0
[an, y]	[añ, y]	0.5
[a, a, o]	[ã, a, o]	0.5
[ū, ui]	[ū́, ui]	1.0
[a, i, in, e]	[ã, i, in, e]	1.0
[e, e, e, iu]	[e, è, e, iu]	1.0
[ie, u, u]	[íe, u, u]	0.5
[e, u, ia, e, im]	[ẽ, u, ia, e, im]	1.0
[o, ie, i, o, e]	[o, ie, ì, o, e]	1.0
[ai, i, in, a]	[ai, i, iñ, a]	1.0
[a, ė]	[ã, ė]	0.45652173913043476
[o, a, uo, o, u]	[o, a, úo, o, u]	1.0
[o, io]	[õ, io]	0.36363636363636365
[ė, ė, o]	[ė, ė́, o]	1.0
[ei, iau]	[ei, iaũ]	0.5
[u, i, ie, i, a]	[u, i, ie, ì, a]	1.0
[o, e, į]	[ó, e, į]	0.8
[y, u, ą]	[y, ù, ą]	1.0
[e, ė, ė]	[é, ė, ė]	0.3333333333333333
[i, i, iam]	[i, ì, iam]	1.0
[ar, y, i]	[ár, y, i]	1.0
[a, ur]	[a, ur̃]	1.0
[i, ei, ė]	[i, éi, ė]	1.0
[ir, ų]	[ìr, ų]	1.0
[a, i, o, e]	[a, ì, o, e]	0.4
[a, a, in, iu]	[a, a, ìn, iu]	1.0
[o, iu, a]	[o, iù, a]	1.0
[iar, i, a]	[iar̃, i, a]	1.0
[a, ir, ai]	[a, ir, aĩ]	1.0
[į, i, au]	[į, i, aũ]	1.0
[u, au, ė]	[u, áu, ė]	0.3333333333333333
[u, au, a]	[u, au, à]	0.3333333333333333
[ė, a, iau, ią]	[ė, a, iáu, ią]	1.0
[ei, į]	[eĩ, į]	1.0
[au, u]	[áu, u]	0.391304347826087
[e, ur, i, a]	[e, ùr, i, a]	1.0
[an, y, i, e]	[an, ý, i, e]	1.0
[y, o]	[y, ó]	0.5
[i, ie, iu]	[i, íe, iu]	0.5
[u, i, au, i]	[u, i, áu, i]	1.0
[uo, o, ė]	[úo, o, ė]	1.0
[a, ar, u, i]	[a, ar̃, u, i]	1.0
[ei, in, i]	[ei, ìn, i]	1.0
[al, o, u]	[al, ó, u]	1.0
[i, y, en]	[i, y, eñ]	1.0
[įė, i, ą]	[įė, ì, ą]	1.0
[a, a, ai, a]	[a, ã, ai, a]	1.0
[a, iuo, i, e]	[a, iúo, i, e]	1.0
[ai, i, in, e]	[aĩ, i, in, e]	1.0
[e, e, i]	[e, ẽ, i]	0.375
[y, e, a]	[ỹ, e, a]	0.04
[a, in, i]	[a, ìn, i]	0.42857142857142855
[ie, ą]	[íe, ą]	0.36036036036036034
[u, ė]	[u, ė̃]	0.15384615384615385
[e, u, an, an, i]	[e, u, añ, an, i]	1.0
[a, y, i, i, o]	[a, ý, i, i, o]	1.0
[u, ai, i, o, e]	[u, ai, ì, o, e]	1.0
[uo, ie, ei]	[uo, iẽ, ei]	1.0
[a, i, ų]	[ã, i, ų]	0.5
[a, o, y, iu]	[a, ó, y, iu]	1.0
[ai, ė, u]	[ai, ė́, u]	1.0
[i, an, y, i]	[i, an, ý, i]	1.0
[iau, ė]	[iáu, ė]	1.0
[au, e, ė]	[au, è, ė]	1.0
[u, u, i]	[u, u, ì]	0.3333333333333333
[a, i]	[ã, i]	0.375
[e, iau, ių]	[e, iáu, ių]	1.0
[aė, u, iai]	[aė̃, u, iai]	1.0
[ią, a]	[ią̃, a]	1.0
[į, im]	[į̃, im]	1.0
[i, a, o]	[i, ã, o]	1.0
[u, i, in, i, a]	[u, i, in, ì, a]	1.0
[e, i, ė, ai]	[e, i, ė́, ai]	1.0
[o, er, a]	[ò, er, a]	1.0
[a, au, ė, e]	[a, aũ, ė, e]	1.0
[a, i, a, e]	[a, ì, a, e]	1.0
[a, el]	[a, el̃]	0.3333333333333333
[u, o]	[ù, o]	0.9767441860465116
[iu, e]	[iu, è]	1.0
[ea, o, ė]	[ea, ó, ė]	1.0
[a, y, en, i]	[a, y, én, i]	1.0
[iu, au, i]	[iu, áu, i]	1.0
[e, ė, io]	[e, ė, ió]	1.0
[y, y, ui]	[y, ý, ui]	1.0
[e, e, u]	[e, e, ù]	1.0
[er, iu]	[er, iù]	0.2
[a, u, o]	[a, ù, o]	1.0
[al, i, o]	[ál, i, o]	0.14285714285714285
[ė, uo, a]	[ė, úo, a]	1.0
[e, ė, i, ą]	[e, ė́, i, ą]	1.0
[i, iuo, uo, i]	[i, iúo, uo, i]	1.0
[į, al, i, au]	[į, ál, i, au]	1.0
[ar, i, ių, i]	[ar, i, ių̃, i]	1.0
[al, an]	[al̃, an]	1.0
[en, ų]	[en, ų̃]	0.25
[au, o, a, i]	[au, ó, a, i]	1.0
[a, ir, į]	[ã, ir, į]	1.0
[e, uo, a]	[e, úo, a]	1.0
[iu, in, a]	[iu, ìn, a]	1.0
[i, au, i, e]	[i, aũ, i, e]	1.0
[e, i, o, a, a]	[e, i, ó, a, a]	1.0
[y, i]	[ý, i]	0.75
[iur, ė]	[iùr, ė]	1.0
[in, e, ė]	[in, è, ė]	1.0
[i, ir, iu]	[i, ir̃, iu]	1.0
[i, ų, ų]	[i, ų̃, ų]	1.0
[in, u, i, a]	[in, ù, i, a]	1.0
[eei, i]	[eeĩ, i]	0.5
[er, i, o]	[er, ì, o]	1.0
[o, ė, au]	[o, ė́, au]	1.0
[u, i, ar, y, i]	[u, i, ar, ý, i]	1.0
[el, o, i]	[el, õ, i]	1.0
[a, a, i]	[a, ã, i]	0.5
[i, ė, e]	[ì, ė, e]	1.0
[ul, i]	[ul̃, i]	0.5
[a, a, iau, iai]	[a, a, iáu, iai]	1.0
[a, e, u]	[ã, e, u]	0.6666666666666666
[o, iau]	[o, iaũ]	1.0
[o, i, i, a]	[o, i, ì, a]	0.1
[ar, i, iu]	[ár, i, iu]	1.0
[au, an]	[au, añ]	0.6666666666666666
[ai, ėm]	[aĩ, ėm]	1.0
[iū, ė, au]	[iū, ė́, au]	1.0
[a, i, a, i]	[a, ì, a, i]	1.0
[a, i, y, ių]	[a, i, ý, ių]	1.0
[a, i, y, ė]	[a, i, ý, ė]	1.0
[aė, iau]	[àė, iau]	1.0
[ei, ia]	[éi, ia]	0.08620689655172414
[i, ą]	[ì, ą]	1.0
[o, ių]	[õ, ių]	0.06896551724137931
[ū, u, ų]	[ū́, u, ų]	1.0
[a, a, ai, i]	[a, ã, ai, i]	1.0
[a, al, e, i, ų]	[a, al, è, i, ų]	1.0
[y, e, ė]	[y, è, ė]	1.0
[į, i, i]	[į, i, ì]	1.0
[e, o]	[e, õ]	0.058823529411764705
[ir, o]	[ìr, o]	0.7777777777777778
[ie, ų]	[iẽ, ų]	0.15789473684210525
[o, ui]	[ò, ui]	0.9210526315789473
[aei, ų]	[aeĩ, ų]	1.0
[ai, y, a]	[aĩ, y, a]	0.5
[ai, ų]	[ái, ų]	0.05263157894736842
[ei, in, a]	[ei, ìn, a]	1.0
[e, e, al, u]	[e, e, al, ù]	1.0
[a, u, ė, i]	[a, u, ė́, i]	1.0
[a, ie, o, o]	[a, ie, ó, o]	1.0
[e, io, i, a]	[e, ió, i, a]	1.0
[o, ia]	[o, ià]	0.6875
[um, a]	[um, à]	1.0
[u, u]	[u, ù]	0.7142857142857143
[il, o, a]	[ìl, o, a]	1.0
[ai, i, ui]	[ai, ì, ui]	1.0
[ir, a, ie, iai]	[ir, ã, ie, iai]	1.0
[in, ų]	[iñ, ų]	0.25
[u, ių]	[u, ių̃]	1.0
[a, i, ą]	[a, ì, ą]	0.45454545454545453
[u, a, i, a]	[u, a, ì, a]	1.0
[an, ų]	[an, ų̃]	0.041666666666666664
[u, a, y, ą]	[u, a, ý, ą]	0.5
[e, u, o]	[e, ù, o]	1.0
[au, o, u]	[au, ó, u]	1.0
[iū, i]	[iū, ì]	0.3333333333333333
[au, in, e, ė]	[au, in, è, ė]	1.0
[el, e, y]	[el, e, ỹ]	1.0
[a, e, ė]	[à, e, ė]	0.6923076923076923
[u, ie, i]	[u, ie, ì]	1.0
[ą, y, o, i]	[ą́, y, o, i]	1.0
[ai, i, in, ė]	[ai, i, iñ, ė]	1.0
[i, i, ė]	[ì, i, ė]	1.0
[y, u, iu]	[ý, u, iu]	1.0
[a]	[à]	1.0
[ū, y, o, ai]	[ū, ý, o, ai]	1.0
[ie, e]	[ie, è]	0.9090909090909091
[uo, ė, i]	[uõ, ė, i]	1.0
[o, i, on, o]	[o, i, òn, o]	1.0
[ar, a, ą]	[ar, ã, ą]	1.0
[er, i, ą]	[er, ì, ą]	0.75
[au, y, ą]	[aũ, y, ą]	1.0
[įė, au]	[įė, aũ]	1.0
[an, iau]	[an, iaũ]	1.0
[a, au, a]	[à, au, a]	0.6666666666666666
[a, e, a]	[ã, e, a]	0.18181818181818182
[er, ai, ę]	[ér, ai, ę]	0.6666666666666666
[an, o, e]	[añ, o, e]	1.0
[au, ia, a]	[au, ia, à]	1.0
[u, i, e, o]	[u, i, ẽ, o]	1.0
[a, y, iu]	[a, ý, iu]	0.3333333333333333
[i, y]	[i, ỹ]	1.0
[e, a, ir, i, e]	[e, a, ir̃, i, e]	1.0
[o, i, e, o]	[o, i, è, o]	1.0
[a, y, iu, e]	[a, ỹ, iu, e]	1.0
[ei, ė, i]	[éi, ė, i]	1.0
[ail, ė, i]	[ail, ė, ì]	1.0
[a, e, i, ie, i]	[a, e, i, iẽ, i]	1.0
[ai, ė, ai]	[ai, ė́, ai]	1.0
[a, i, i, ą]	[a, i, ì, ą]	0.5
[ė, au]	[ė, aũ]	0.6666666666666666
[a, an, ų]	[a, an, ų̃]	1.0
[al, i]	[al, ì]	0.6666666666666666
[a, ė, au]	[a, ė, aũ]	0.4
[iu, or, ą]	[iu, òr, ą]	1.0
[e, i, i, ė, au]	[e, i, i, ė́, au]	1.0
[e, i, i, e, a]	[e, i, ì, e, a]	1.0
[ur, a, i, ė]	[ur, a, ì, ė]	1.0
[a, a]	[ã, a]	0.2857142857142857
[i, ie, o]	[ì, ie, o]	1.0
[uo, iu]	[úo, iu]	1.0
[u, io]	[ù, io]	0.16666666666666666
[am, y]	[am, ỹ]	1.0
[a, i, y]	[a, i, ỹ]	1.0
[um, io]	[ùm, io]	1.0
[e, a, ie, į]	[e, ã, ie, į]	1.0
[a, uo, a]	[à, uo, a]	0.75
[au, u, ai]	[aũ, u, ai]	1.0
[a, u, iu]	[a, u, iù]	0.5
[u, iu]	[u, iù]	1.0
[e, e, a, ą]	[e, e, ã, ą]	1.0
[a, ie, ė, e]	[a, íe, ė, e]	1.0
[o, io, e]	[o, io, è]	1.0
[i, o, a]	[ì, o, a]	0.6
[a, e, iu]	[a, è, iu]	1.0
[am, i, a]	[ám, i, a]	0.25
[au, u, ų]	[au, u, ų̃]	1.0
[on, o, ą]	[òn, o, ą]	1.0
[im, e, į]	[im̃, e, į]	1.0
[i, e, ė, e]	[i, ẽ, ė, e]	0.75
[a, ių, i]	[a, ių, ì]	1.0
[a, i, an, iau]	[a, i, an, iaũ]	1.0
[o, an, o]	[o, án, o]	1.0
[e, i, au, in]	[e, i, áu, in]	1.0
[an, e, io]	[an, è, io]	1.0
[i, a, ai]	[i, a, aĩ]	1.0
[an, e, į]	[an, è, į]	0.25
[ar, i]	[ar̃, i]	0.46153846153846156
[a, i, u, o]	[a, i, ù, o]	1.0
[a, an, i, ą]	[a, án, i, ą]	1.0
[e, y, i]	[e, ý, i]	0.6666666666666666
