Tù esì gražì merginà.	Tu esi graži mergina.	You're a beautiful girl.	mergina	3	mergina	Ncfsnn-
Àš esù dìdelis vaĩkas.	Aš esu didelis vaikas.	I'm a big child.	vaikas	3	vaikas	Ncmsnn-
Àš nesù tàvo mótina.	Aš nesu tavo motina.	I'm not your mother.	motina	3	motina	Ncfsnn-
Àš nežinaũ, kàs ỹra màno mótina.	Aš nežinau, kas yra mano motina.	I don't know who my mother is.	motina	6	motina	Ncfsnn-
Galbū́t taĩ ką̃ tù pasakeĩ ỹra tiesà.	Galbūt tai ką tu pasakei yra tiesa.	Maybe what you said is true.	tiesa	6	tiesa	Ncfsnn-
Jìs bùvo puikùs žmogùs.	Jis buvo puikus žmogus.	He was a wonderful man.	žmogus	3	žmogus	Ncmsnn-
Kàd ir̃ kaĩp bū́tų, taĩ nè tàvo reĩkalas.	Kad ir kaip būtų, tai ne tavo reikalas.	In any case, it's none of your business.	reikalas	8	reikalas	Ncmsnn-
Tà merginà apiẽ kurią̃ àš táu sakiaũ gyvẽna čià.	Ta mergina apie kurią aš tau sakiau gyvena čia.	The girl I told you about lives here.	mergina	1	mergina	Ncfsnn-
Tàs vyrùkas ỹra màno draũgas.	Tas vyrukas yra mano draugas.	That guy's a friend of mine.	vyrukas	1	vyrukas	Ncmsnn-
Tàs vyrùkas ỹra màno draũgas.	Tas vyrukas yra mano draugas.	That guy's a friend of mine.	draugas	4	draugas	Ncmsnn-
Tù esì puikùs vaikìnas.	Tu esi puikus vaikinas.	You're a wonderful guy.	vaikinas	3	vaikinas	Ncmsnn-
Ar̃gi nè laĩkas jaũ eitì namõ?	Argi ne laikas jau eiti namo?	Isn't it about time to go home?	laikas	2	laikas	Ncmsnn-
Ar̃gi nè tiesà kàd tù tùri giñklą?	Argi ne tiesa kad tu turi ginklą?	Isn't it true that you own a gun?	tiesa	2	tiesa	Ncfsnn-
Berniùkas nóri žinóti tiẽsą.	Berniukas nori žinoti tiesą.	The boy wants to know the truth.	Berniukas	0	berniukas	Ncmsnn-
Kurì kománda ỹra mū́sų?	Kuri komanda yra mūsų?	Which team is ours?	komanda	1	komanda	Ncfsnn-
Šìs berniùkas ỹra jõ brólis.	Šis berniukas yra jo brolis.	This boy is his brother.	berniukas	1	berniukas	Ncmsnn-
Šìs berniùkas ỹra jõ brólis.	Šis berniukas yra jo brolis.	This boy is his brother.	brolis	4	brolis	Ncmsnn-
Taĩ bùvo geriáusia màno gyvẽnimo dienà.	Tai buvo geriausia mano gyvenimo diena.	That was the best day of my life.	diena	5	diena	Ncfsnn-
Tàs berniùkas ỹra jõ brólis.	Tas berniukas yra jo brolis.	That boy is his brother.	berniukas	1	berniukas	Ncmsnn-
Tàs berniùkas ỹra jõ brólis.	Tas berniukas yra jo brolis.	That boy is his brother.	brolis	4	brolis	Ncmsnn-
Abù jõs sūnùs mìrė kãro metù.	Abu jos sūnus mirė karo metu.	Both of her sons died during the war.	sūnus	2	sūnus	Ncmsnn-
Gyvẽnimas ỹra gražùs.	Gyvenimas yra gražus.	Life is beautiful.	Gyvenimas	0	gyvenimas	Ncmsnn-
Jìs nebùvo tóks gražùs kaĩp jì mán sãkė.	Jis nebuvo toks gražus kaip ji man sakė.	He wasn't as handsome as she told me.	sakė	7	sakė	Ncfsnn-
Jìs ỹra gražùs kaĩp diẽvas!	Jis yra gražus kaip dievas!	He is beautiful like a god!	dievas	4	dievas	Ncmsnn-
Kóks kláusimas! Žìnoma kàd àš ją̃ mýliu.	Koks klausimas! Žinoma kad aš ją myliu.	What a question! Of course I love her.	klausimas	1	klausimas	Ncmsnn-
Kóks kláusimas! Žìnoma kàd àš jį̃ mýliu.	Koks klausimas! Žinoma kad aš jį myliu.	What a question! Of course I love him.	klausimas	1	klausimas	Ncmsnn-
Laĩkas mirtì.	Laikas mirti.	Time to die.	Laikas	0	laikas	Ncmsnn-
Màno tė́vas nėrà tóks senàs kaĩp jìs atródo.	Mano tėvas nėra toks senas kaip jis atrodo.	My father is not as old as he looks.	tėvas	1	tėvas	Ncmsnn-
Mū́sų sūnùs mìrė kãro metù.	Mūsų sūnus mirė karo metu.	Our son died during the war.	sūnus	1	sūnus	Ncmsnn-
Šiañdien ỹra gẽra dienà mirtì.	Šiandien yra gera diena mirti.	Today is a good day to die.	diena	3	diena	Ncfsnn-
Taĩ nebùvo màno kláusimas.	Tai nebuvo mano klausimas.	That wasn't my question.	klausimas	3	klausimas	Ncmsnn-
Taĩ ỹra puikì mintìs.	Tai yra puiki mintis.	That's a brilliant idea.	mintis	3	mintis	Ncfsnn-
Tė́vas dìrba.	Tėvas dirba.	The father works.	Tėvas	0	tėvas	Ncmsnn-
Ỹra tìk vienà problemà.	Yra tik viena problema.	There's just one problem.	problema	3	problema	Ncfsnn-
Ar̃ taĩ ỹra méilė?	Ar tai yra meilė?	Is this love?	meilė	3	meilė	Ncfsnn-
Àš nemačiaũ jõ kẽlias dienàs.	Aš nemačiau jo kelias dienas.	I haven't seen him in a few days.	kelias	3	kelias	Ncmsnn-
Àš pamaniaũ kàd tù màno brólis.	Aš pamaniau kad tu mano brolis.	I mistook you for your brother.	brolis	5	brolis	Ncmsnn-
Jõs dukrà ỹra labaĩ gražì.	Jos dukra yra labai graži.	Her daughter is very pretty.	dukra	1	dukra	Ncfsnn-
Kaĩp sẽkasi jū́sų dukrà?	Kaip sekasi jūsų dukra?	How is your daughter?	dukra	3	dukra	Ncfsnn-
Kaĩp sẽkasi tàvo dukrà?	Kaip sekasi tavo dukra?	How is your daughter?	dukra	3	dukra	Ncfsnn-
Lãbas vãkaras, kaĩp sẽkasi?	Labas vakaras, kaip sekasi?	Good evening, how are you?	vakaras	1	vakaras	Ncmsnn-
Mán nerū̃pi ką̃ tàvo mótina pasãkė.	Man nerūpi ką tavo motina pasakė.	I don't care what your mother said.	motina	4	motina	Ncfsnn-
Mán skaũda galvà.	Man skauda galva.	I have a headache.	galva	2	galva	Ncfsnn-
Mergáitė nóri žinóti tiẽsą.	Mergaitė nori žinoti tiesą.	The girl wants to know the truth.	Mergaitė	0	mergaitė	Ncfsnn-
Nesù tìkra ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikra ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.	berniukas	4	berniukas	Ncmsnn-
Nesù tìkra ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikra ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.	mergaitė	6	mergaitė	Ncfsnn-
Nesù tikràs ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikras ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.	berniukas	4	berniukas	Ncmsnn-
Nesù tikràs ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikras ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.	mergaitė	6	mergaitė	Ncfsnn-
Tà mergáitė apiẽ kurią̃ àš táu sakiaũ gyvẽna čià.	Ta mergaitė apie kurią aš tau sakiau gyvena čia.	The girl I told you about lives here.	mergaitė	1	mergaitė	Ncfsnn-
Vìskas ką̃ girdė́jai ỹra tiesà.	Viskas ką girdėjai yra tiesa.	Everything you've heard is true.	tiesa	4	tiesa	Ncfsnn-
Àš negalė́jau suprastì ką̃ jìs sãkė.	Aš negalėjau suprasti ką jis sakė.	I couldn't understand what he was saying.	sakė	5	sakė	Ncfsnn-
Gyvẽnimas prasìdeda tadà kadà tù esì pasiruõšęs jį̃ gyvénti.	Gyvenimas prasideda tada kada tu esi pasiruošęs jį gyventi.	Life begins when you're ready to live it.	Gyvenimas	0	gyvenimas	Ncmsnn-
Ìš pradžių̃, àš negalė́jau suprastì ką̃ jìs sãkė.	Iš pradžių, aš negalėjau suprasti ką jis sakė.	At first, I couldn't figure out what he was saying.	jis	7	sakė	Ncfsnn-
Mán į̃ gálvą atė̃jo kvaĩla mintìs.	Man į galvą atėjo kvaila mintis.	A foolish idea came into my mind.	mintis	5	mintis	Ncfsnn-
Nè, jìs nėrà naujàs màno vaikìnas.	Ne, jis nėra naujas mano vaikinas.	No, he's not my new boyfriend.	vaikinas	6	vaikinas	Ncmsnn-
Nè, taĩ nėrà màno naujàs vaikìnas.	Ne, tai nėra mano naujas vaikinas.	No, he's not my new boyfriend.	vaikinas	6	vaikinas	Ncmsnn-
Tàvo plãnas skam̃ba puĩkiai.	Tavo planas skamba puikiai.	Your plan sounds great.	planas	1	planas	Ncmsnn-
Vieniñtelis dalỹkas, kurìs jám rū̃pi, ỹra pinigaĩ.	Vienintelis dalykas, kuris jam rūpi, yra pinigai.	The only thing he cares about is money.	dalykas	1	dalykas	Ncmsnn-
Ar̃ tù mateĩ kóks dìdelis ỹra jų̃ nãmas?	Ar tu matei koks didelis yra jų namas?	Did you see how big their house is?	namas	7	namas	Ncmsnn-
Ar̃ ỹra skìrtumas?	Ar yra skirtumas?	Is there a difference?	skirtumas	2	skirtumas	Ncmsnn-
Čià ỹra màno šìrdis.	Čia yra mano širdis.	Here is my heart.	širdis	3	širdis	Ncfsnn-
Diẽvas ỹra blogàs.	Dievas yra blogas.	God is bad.	Dievas	0	dievas	Ncmsnn-
Jì nėrà màno sesuõ, jì màno žmonà.	Ji nėra mano sesuo, ji mano žmona.	She is not my sister, she's my wife.	sesuo	3	sesuo	Ncfsnn-
Jì nėrà màno sesuõ, jì màno žmonà.	Ji nėra mano sesuo, ji mano žmona.	She is not my sister, she's my wife.	žmona	7	žmona	Ncfsnn-
Jìs nėrà blogàs žmogùs.	Jis nėra blogas žmogus.	He's not a bad person.	žmogus	3	žmogus	Ncmsnn-
Kurìs nãmas ỹra jõ?	Kuris namas yra jo?	Which house is his?	namas	1	namas	Ncmsnn-
Màno mótina negãli ateitì.	Mano motina negali ateiti.	My mother can't come.	motina	1	motina	Ncfsnn-
Mán patiñka šità mergáitė.	Man patinka šita mergaitė.	I like this girl.	mergaitė	3	mergaitė	Ncfsnn-
Mergáitė eĩna į̃ mokỹklą.	Mergaitė eina į mokyklą.	The girl goes to school.	Mergaitė	0	mergaitė	Ncfsnn-
Šitàs žõdis ỹra labaĩ gražùs.	Šitas žodis yra labai gražus.	This word is really beautiful.	žodis	1	žodis	Ncmsnn-
Taĩ ỹra màno nãmas.	Tai yra mano namas.	This is my house.	namas	3	namas	Ncmsnn-
Tàs nãmas ỹra labaĩ mažàs.	Tas namas yra labai mažas.	That house is very small.	namas	1	namas	Ncmsnn-
Tàs výras ỹra negývas.	Tas vyras yra negyvas.	This man is dead.	vyras	1	vyras	Ncmsnn-
Táu laĩkas eitì į̃ mokỹklą.	Tau laikas eiti į mokyklą.	It is about time you went to school.	laikas	1	laikas	Ncmsnn-
Vélnias gãli ateitì.	Velnias gali ateiti.	The Devil may come.	Velnias	0	velnias	Ncmsnn-
Ar̃ jì màno draũgė?	Ar ji mano draugė?	Is she my friend?	draugė	3	draugė	Ncfsnn-
Ar̃ tù mãnai kàd taĩ ỹra kažkóks žaidìmas?	Ar tu manai kad tai yra kažkoks žaidimas?	Do you think this is some kind of game?	žaidimas	7	žaidimas	Ncmsnn-
Àš geraĩ ją̃ pažį́stu. Jì màno draũgė.	Aš gerai ją pažįstu. Ji mano draugė.	I know her well. She is my friend.	draugė	7	draugė	Ncfsnn-
Džònas nežìno ką̃ darýti toliaũ.	Džonas nežino ką daryti toliau.	John doesn't know what to do next.	Džonas	0	Džonas	Npmsnnf
Esù laimìngas, kàd nesù móteris.	Esu laimingas, kad nesu moteris.	I'm happy because I am not a woman.	moteris	5	moteris	Ncfsnn-
Jì bùvo màno vieniñtelė draũgė.	Ji buvo mano vienintelė draugė.	She was my only friend.	draugė	4	draugė	Ncfsnn-
Jì màno geriáusia draũgė.	Ji mano geriausia draugė.	He is my best friend.	draugė	3	draugė	Ncfsnn-
Jõ íeško polìcija.	Jo ieško policija.	He's wanted by the police.	policija	2	policija	Ncfsnn-
Jõs kambarỹs ỹra labaĩ mažàs.	Jos kambarys yra labai mažas.	Her room is very small.	kambarys	1	kambarys	Ncmsnn-
Kaĩp laikaĩsi, màno mielàsis?	Kaip laikaisi, mano mielasis?	How are you, my dear?	mielasis	4	mielasis	Ncmsnn-
Kaĩp laikaĩsi, màno mielóji?	Kaip laikaisi, mano mieloji?	How are you, my dear?	mieloji	4	mieloji	Ncfsnn-
Kíek màno dukrà turė́tų válgyti?	Kiek mano dukra turėtų valgyti?	How much should my daughter be eating?	dukra	2	dukra	Ncfsnn-
Màno dukrà jaũ grį̃žo ìš mokỹklos.	Mano dukra jau grįžo iš mokyklos.	My daughter has already returned from school.	dukra	1	dukra	Ncfsnn-
Màno kambarỹs ỹra labaĩ mažàs.	Mano kambarys yra labai mažas.	My room is very small.	kambarys	1	kambarys	Ncmsnn-
Màno knygà tùri būtì kažkur̃ kambaryjè.	Mano knyga turi būti kažkur kambaryje.	My book has to be somewhere in the room.	knyga	1	knyga	Ncfsnn-
Màno mótina palìko mán žinùtę.	Mano motina paliko man žinutę.	My mother left me a message.	motina	1	motina	Ncfsnn-
Mẽs bùvome vienà dìdelė laimìnga šeimà.	Mes buvome viena didelė laiminga šeima.	We were one big happy family.	šeima	5	šeima	Ncfsnn-
Neĩ Džònas gãli tõ padarýti, neĩ àš, neĩ tù.	Nei Džonas gali to padaryti, nei aš, nei tu.	John can't do it, nor can I, nor can you.	Džonas	1	Džonas	Npmsnnf
Šì knygà ỹra labaĩ gẽra.	Ši knyga yra labai gera.	This book is very good.	knyga	1	knyga	Ncfsnn-
Šìs kambarỹs ỹra mùms per̃ mažàs.	Šis kambarys yra mums per mažas.	This room is too small for us.	kambarys	1	kambarys	Ncmsnn-
Šìs kambarỹs ỹra per̃ dìdelis.	Šis kambarys yra per didelis.	This room is too big.	kambarys	1	kambarys	Ncmsnn-
Šitàs dáiktas nėrà gývas.	Šitas daiktas nėra gyvas.	This thing isn't alive.	daiktas	1	daiktas	Ncmsnn-
Šitàs dáiktas ỹra gývas.	Šitas daiktas yra gyvas.	This thing is alive.	daiktas	1	daiktas	Ncmsnn-
Taĩ bùvo ištiẽs nuostabì dienà.	Tai buvo išties nuostabi diena.	It was a really beautiful day.	diena	4	diena	Ncfsnn-
Taĩ ỹra knygà apiẽ kurią̃ àš táu sakiaũ.	Tai yra knyga apie kurią aš tau sakiau.	This is the book I told you about.	knyga	2	knyga	Ncfsnn-
Taĩ ỹra knygà.	Tai yra knyga.	This is a book.	knyga	2	knyga	Ncfsnn-
Taĩ ỹra màno knygà.	Tai yra mano knyga.	This is my book.	knyga	3	knyga	Ncfsnn-
Tàs kambarỹs nėrà labaĩ dìdelis.	Tas kambarys nėra labai didelis.	That room is not very large.	kambarys	1	kambarys	Ncmsnn-
Tàvo knygà ỹra añt stãlo.	Tavo knyga yra ant stalo.	Your book is on the desk.	knyga	1	knyga	Ncfsnn-
Anà negãli rastì dárbo.	Ana negali rasti darbo.	Ann can't find a job.	Ana	0	Ana	Npfsnnf
Ar̃ táu patiñka šìs miẽstas?	Ar tau patinka šis miestas?	How do you like this town?	miestas	4	miestas	Ncmsnn-
Àš nemanaũ kàd taĩ ỹra gẽra idė́ja.	Aš nemanau kad tai yra gera idėja.	I don't think this is a good idea.	idėja	6	idėja	Ncfsnn-
Jáučiu kàd táu patìks šitàs fìlmas.	Jaučiu kad tau patiks šitas filmas.	I've got a feeling that you're going to like this movie.	filmas	5	filmas	Ncmsnn-
Jìs ỹra výras kuriuõ mẽs gãlime pasitikė́ti.	Jis yra vyras kuriuo mes galime pasitikėti.	He's a man we can trust.	vyras	2	vyras	Ncmsnn-
Jìs ỹra žõdžio žmogùs, tàd gãli juõ pasitikė́ti.	Jis yra žodžio žmogus, tad gali juo pasitikėti.	He's a man of his word, so you can count on him.	žmogus	3	žmogus	Ncmsnn-
Jõs výras ỹra kalė́jime.	Jos vyras yra kalėjime.	Her husband is in prison.	vyras	1	vyras	Ncmsnn-
Kaĩ kuriẽ žmónės màno, kàd taĩ ỹra blõga idė́ja.	Kai kurie žmonės mano, kad tai yra bloga idėja.	Some people think it's a bad idea.	bloga	8	idėja	Ncfsnn-
Manaũ, kàd taĩ gẽra idė́ja.	Manau, kad tai gera idėja.	I think that's a good idea.	idėja	5	idėja	Ncfsnn-
Mán bùvo per̃ daũg gė́da pažiūrė́ti jái į̃ akìs.	Man buvo per daug gėda pažiūrėti jai į akis.	I was too embarrassed to look her in the eye.	gėda	4	gėda	Ncfsnn-
Pasáulis prasidė́jo bè žmogaũs ir̃ baĩgsis bè jõ.	Pasaulis prasidėjo be žmogaus ir baigsis be jo.	The world began without man and it shall end without him.	Pasaulis	0	pasaulis	Ncmsnn-
Põnas tóks-ir̃-tóks šiañdien skam̃bino.	Ponas toks-ir-toks šiandien skambino.	Mr So-and-so called today.	Ponas	0	ponas	Ncmsnn-
Šuõ bùvo mìręs.	Šuo buvo miręs.	The dog was dead.	Šuo	0	šuo	Ncmsnn-
Šuõ bùvo negývas.	Šuo buvo negyvas.	The dog was dead.	Šuo	0	šuo	Ncmsnn-
Taĩ ỹra gẽra idė́ja.	Tai yra gera idėja.	That's a good idea.	idėja	3	idėja	Ncfsnn-
Taĩ ỹra miẽstas apiẽ kurį̃ àš táu sakiaũ.	Tai yra miestas apie kurį aš tau sakiau.	This is the city I told you about.	miestas	2	miestas	Ncmsnn-
Taĩ ỹra nuostabì idė́ja.	Tai yra nuostabi idėja.	This is a great idea.	idėja	3	idėja	Ncfsnn-
Taĩ ỹra puikì idė́ja.	Tai yra puiki idėja.	This is a great idea.	idėja	3	idėja	Ncfsnn-
Telefònas vìs skam̃bino.	Telefonas vis skambino.	The phone kept ringing.	Telefonas	0	telefonas	Ncmsnn-
Žinójau, kàd taĩ blõga idė́ja.	Žinojau, kad tai bloga idėja.	I knew this was a bad idea.	idėja	5	idėja	Ncfsnn-
Ar̃ mãnai, kàd Tòmas pasìkeitė?	Ar manai, kad Tomas pasikeitė?	Do you think Tom has changed?	Tomas	4	tomas	Ncmsnn-
Ar̃ taĩ Tòmas padãrė?	Ar tai Tomas padarė?	Was Tom the one who did this?	Tomas	2	tomas	Ncmsnn-
Ar̃ Tòmas mir̃s?	Ar Tomas mirs?	Is Tom going to die?	Tomas	1	tomas	Ncmsnn-
Ar̃ Tòmas pasãkė kám jám reikė́jo pinigų̃?	Ar Tomas pasakė kam jam reikėjo pinigų?	Did Tom say what he needed the money for?	Tomas	1	tomas	Ncmsnn-
Ar̃ Tòmas žìno, kàs àš esù?	Ar Tomas žino, kas aš esu?	Does Tom know who I am?	Tomas	1	tomas	Ncmsnn-
Ar̃ tù nóri išgirstì ką̃ tàs žmogùs apiẽ tavè pasãkė?	Ar tu nori išgirsti ką tas žmogus apie tave pasakė?	Do you want to hear what that person said about you?	žmogus	6	žmogus	Ncmsnn-
Ar̃ žinaĩ ìš kur̃ Tòmas?	Ar žinai iš kur Tomas?	Do you know where Tom is from?	Tomas	4	tomas	Ncmsnn-
Àš mė́gstu móteris.	Aš mėgstu moteris.	I like women.	moteris	2	moteris	Ncfsnn-
Àš nežinaũ, ar̃ Tòmas čià dár gyvẽna ar̃ nè.	Aš nežinau, ar Tomas čia dar gyvena ar ne.	I don't know whether Tom still lives here or not.	Tomas	4	tomas	Ncmsnn-
Atródo kàd Tòmas žìno kẽlią.	Atrodo kad Tomas žino kelią.	Tom seems to know the way.	Tomas	2	tomas	Ncmsnn-
Įdomù, kodė̃l Tòmas taĩp pasãkė.	Įdomu, kodėl Tomas taip pasakė.	I wonder why Tom said that.	Tomas	3	tomas	Ncmsnn-
Jõs výras tuõj mir̃s.	Jos vyras tuoj mirs.	Her husband is about to die.	vyras	1	vyras	Ncmsnn-
Kaĩp Tòmas gãli taĩ padarýti?	Kaip Tomas gali tai padaryti?	How can Tom do this?	Tomas	1	tomas	Ncmsnn-
Kodė̃l Tòmas negãli čià pasilìkti?	Kodėl Tomas negali čia pasilikti?	Why can't Tom stay here?	Tomas	1	tomas	Ncmsnn-
Kõ Tòmas ìš manę̃s nóri?	Ko Tomas iš manęs nori?	What does Tom want from me?	Tomas	1	tomas	Ncmsnn-
Šiañdien Tòmas atródo kitaĩp.	Šiandien Tomas atrodo kitaip.	Tom seems different today.	Tomas	1	tomas	Ncmsnn-
Šiuõ metù Tòmas nėrà kalė́jime.	Šiuo metu Tomas nėra kalėjime.	Tom isn't currently in prison.	Tomas	2	tomas	Ncmsnn-
Štaĩ tàs berniùkas, kurìs padė́jo mán.	Štai tas berniukas, kuris padėjo man.	This is the boy who helped me.	berniukas	2	berniukas	Ncmsnn-
Šuõ mìršta.	Šuo miršta.	The dog is dying.	Šuo	0	šuo	Ncmsnn-
Taĩ nėrà klaidà.	Tai nėra klaida.	This is not an error.	klaida	2	klaida	Ncfsnn-
Taĩ ỹra labaĩ pavojìnga sistemà.	Tai yra labai pavojinga sistema.	It's a very dangerous system.	sistema	4	sistema	Ncfsnn-
Tòmas atródo kaĩp móteris.	Tomas atrodo kaip moteris.	Tom looks like a woman.	Tomas	0	Tomas	Npmsnnf
Tòmas atródo kaĩp móteris.	Tomas atrodo kaip moteris.	Tom looks like a woman.	moteris	3	moteris	Ncfsnn-
Tòmas atvỹko paskutìnis.	Tomas atvyko paskutinis.	Tom arrived last.	Tomas	0	Tomas	Npmsnnf
Tòmas bùs pasiruõšęs.	Tomas bus pasiruošęs.	Tom will be ready.	Tomas	0	Tomas	Npmsnnf
Tòmas bùvo kíetas.	Tomas buvo kietas.	Tom was tough.	Tomas	0	Tomas	Npmsnnf
Tòmas bùvo màno pìrmas vaikìnas.	Tomas buvo mano pirmas vaikinas.	Tom was my first boyfriend.	Tomas	0	Tomas	Npmsnnf
Tòmas bùvo màno pìrmas vaikìnas.	Tomas buvo mano pirmas vaikinas.	Tom was my first boyfriend.	vaikinas	4	vaikinas	Ncmsnn-
Tòmas dabar̃ tùri eitì namõ.	Tomas dabar turi eiti namo.	Tom has to go home now.	Tomas	0	Tomas	Npmsnnf
