Põnai ir̃ põnios, léiskite jùms pristatýti...	Ponai ir ponios, leiskite jums pristatyti...	Ladies and gentlemen, allow me to introduce to you...
Ar̃ bū́tumėt tóks malonùs ir̃ išbùrtumėt mán kelìs?	Ar būtumėt toks malonus ir išburtumėt man kelis?	Would you be so kind to conjure some up for me?
Ìš Augùsto nósies àš dabar̃ ištráuksiu kelìs kiaušiniùs.	Iš Augusto nosies aš dabar ištrauksiu kelis kiaušinius.	From under August's nose, I will now conjure up some eggs.
Jū̃s mãnote, kàd Augùstas tùri kiaušiniùs añt galvõs.	Jūs manote, kad Augustas turi kiaušinius ant galvos.	You all think August has the eggs under his head.
Nuõ galvõs ikì kójų pir̃štų àš sutvérta méilei	Nuo galvos iki kojų pirštų aš sutverta meilei	From head to toe l'm programmed forlove
Tokià màno prigimtìs... Àš tegaliù mylė́ti	Tokia mano prigimtis... Aš tegaliu mylėti	It is my nature... I can only love
Nuõ galvõs ikì kójų pir̃štų àš sutvérta méilei	Nuo galvos iki kojų pirštų aš sutverta meilei	From head to toe l'm programmed forlove
- Tùrime pasiektì smùklę ikì saulė́lydžio.	- Turime pasiekti smuklę iki saulėlydžio.	- We must reach the inn before sundown.
Atléiskite, bèt manè pasitiñka karietà vidùrnaktį Bòrgo pérėjoje.	Atleiskite, bet mane pasitinka karieta vidurnaktį Borgo perėjoje.	Well, I'm sorry, but there's a carriage meeting me at Borgo Pass at midnight.
Mẽs, kalnų̃ gyvéntojai, tikìme, kàd pilyjè ỹra vampỹrų!	Mes, kalnų gyventojai, tikime, kad pilyje yra vampyrų!	We people of the mountains believe... at the castle there are vampires!
Jiẽ įgỹja vilkų̃ ir̃ šikšnósparnių pavìdalą.	Jie įgyja vilkų ir šikšnosparnių pavidalą.	They take the form of wolves and bats.
Paliẽka sàvo karstùs nãktį ir̃ miñta gyvų̃jų kraujù.	Palieka savo karstus naktį ir minta gyvųjų krauju.	They leave their coffins at night... and they feed on the blood of the living.
Kaĩ jì pasislė̃ps, jiẽ palìks karstùs.	Kai ji pasislėps, jie paliks karstus.	When it is gone, they leave their coffins.
Paáiškinau vežìkui, kàd taĩ – ver̃slo reĩkalas.	Paaiškinau vežikui, kad tai – verslo reikalas.	I've explained to the driver that it's a matter of business with me.
Jéi privãlote važiúoti, dėvė́kite jį̃ vardañ sàvo mótinos.	Jei privalote važiuoti, dėvėkite jį vardan savo motinos.	If you must go, wear this, for your mother's sake.
Nežinaũ, kàs nutìko vežìkui ir̃ màno bagãžui...	Nežinau, kas nutiko vežikui ir mano bagažui...	I don't know what happened to the driver and my luggage and...
Esù tikràs, šì piliẽs dalìs jùms pasiródys svetingèsnė.	Esu tikras, ši pilies dalis jums pasirodys svetingesnė.	I'm sure you will find this part of my castle more inviting.
Mãtote, teñ bùvo visì jū́sų põpieriai.	Matote, ten buvo visi jūsų popieriai.	You see, all your papers were in...
Léidau sáu lieptì užneštì jū́sų bagãžą.	Leidau sau liepti užnešti jūsų bagažą.	I took the liberty of having your luggage brought up.
Tikiúosi, pàėmiau pakañkamai etikèčių jū́sų bagãžui.	Tikiuosi, paėmiau pakankamai etikečių jūsų bagažui.	Why, uh, I hope I've brought enough labels for your luggage.
Užsakiaũ laĩvą, kurìs mùs nugabeñs į̃ Ángliją.	Užsakiau laivą, kuris mus nugabens į Angliją.	I have chartered a ship to take us to England.
Šeimininkè, jùk ištesė́site sàvo pãžadą, kaĩ nusigáusime į̃ Lòndoną?	Šeimininke, juk ištesėsite savo pažadą, kai nusigausime į Londoną?	You will keep your promise when we get to London, won't you, Master?
Nè žmõgiškų, bèt menkų̃, tùrinčių kraũjo.	Ne žmogiškų, bet menkų, turinčių kraujo.	Not human lives, but small ones... with blood in them.
Niẽkas nèlipa į̃ laĩvą, tìk įgaliótieji.	Niekas nelipa į laivą, tik įgaliotieji.	Nobody goes aboard this here boat but the authorities.
Kaĩ pérduosi pranešìmą, nebeatsimiñsi niẽko, ką̃ dabar̃ sakiaũ.	Kai perduosi pranešimą, nebeatsiminsi nieko, ką dabar sakiau.	And after you deliver the message, you will remember nothing I now say.
- Kíek suprantù, jì šalià jū́sų žẽmių.	- Kiek suprantu, ji šalia jūsų žemių.	- I understand it adjoins your grounds.
Bùs smagù pamatýti šviẽsą tuosè niūriuosè senuosè languosè.	Bus smagu pamatyti šviesą tuose niūriuose senuose languose.	Oh, it'll be a relief to see light in those dismal old windows.
Jì mán prìmena apgriùvusias dantýtas màno piliẽs Transilvãnijoje síenas.	Ji man primena apgriuvusias dantytas mano pilies Transilvanijoje sienas.	It reminds me of the broken battlements... of my own castle in Transylvania.
Abatijà mán visadà prìmena tą̃ sẽną tòstą:	Abatija man visada primena tą seną tostą:	The abbey always reminds me of that old toast... about lofty timbers.
Ỹra daũg baisesnių̃ dalỹkų, láukiančių žmogaũs, neĩ mirtìs.	Yra daug baisesnių dalykų, laukiančių žmogaus, nei mirtis.	There are far worse things... awaiting man... than death.
Jì mán prìmena apgriùvusias dantýtas màno piliẽs Transilvãnijoje síenas.	Ji man primena apgriuvusias dantytas mano pilies Transilvanijoje sienas.	It reminds me... of the broken battlements... of my own castle in Transylvania.
Palìksiu tavè tàvo grãfui ir̃ jõ sugriùvusiai abatìjai.	Paliksiu tave tavo grafui ir jo sugriuvusiai abatijai.	I'll leave you to your count and his ruined abbey.
Nenatūralùs kraũjo netekìmas, kuriõ nepàjėgėme sulaikýti.	Nenatūralus kraujo netekimas, kurio nepajėgėme sulaikyti.	An unnatural loss of blood... which we've been powerless to check.
Jìs turbū́t vė̃l nóri sàvo mùsių!	Jis turbūt vėl nori savo musių!	He probably wants his flies again!
Nè tadà, kaĩ galiù gautì puĩkių, riebių̃ vorų̃!	Ne tada, kai galiu gauti puikių, riebių vorų!	Not when I can get nice, fat spiders!
Jìs paliẽka dvì žaizdelès, báltas, raudónu vìduriu.	Jis palieka dvi žaizdeles, baltas, raudonu viduriu.	It leaves two little wounds, white with red centers.
Bèt sãkote, kàd jìs pabė́ga ìš sàvo kam̃bario.	Bet sakote, kad jis pabėga iš savo kambario.	But you tell me that he escapes from his room.
Màno šauksmaĩ nãktį gãli trukdýti mìs Mìnai.	Mano šauksmai naktį gali trukdyti mis Minai.	My cries at night, they might disturb Miss Mina.
Bèt nemanaũ, kàd taĩp artì nuõ Lòndono ỹra vilkų̃.	Bet nemanau, kad taip arti nuo Londono yra vilkų.	But I hardly think there are wolves so near London.
Àš juõs girdė́jau kaũkiančius pràeitą nãktį.	Aš juos girdėjau kaukiančius praeitą naktį.	Me, I've heard 'em... howl at night before.
Kurį̃ láiką ìš jõ daugiaũ niẽko neišpèšime.	Kurį laiką iš jo daugiau nieko neišpešime.	We'll get no more out of him now for a while.
Kàs tà taĩp jį̃ sujáudinusi žolė̃?	Kas ta taip jį sujaudinusi žolė?	What was that herb that excited him so?
Viẽtiniai jį̃ naudója apsisáugoti nuõ vampỹrų.	Vietiniai jį naudoja apsisaugoti nuo vampyrų.	The natives there use it to protect themselves against vampires.
Kadà atsliñko sãpnas, atródė, kàd vìsą kam̃barį užpìldė miglà.	Kada atslinko sapnas, atrodė, kad visą kambarį užpildė migla.	And when the dream came, it seemed the whole room was filled with mist.
Galė́jau matýti tìk lémpą priẽ lóvos, kibirkštė̃lę rūkè.	Galėjau matyti tik lempą prie lovos, kibirkštėlę rūke.	I could just see the lamp by the bed, a tiny spark in the fog.
Pajutaũ jõ kvėpãvimą, õ põ tõ – jõ lū́pas.	Pajutau jo kvėpavimą, o po to – jo lūpas.	I felt its breath on my face, and then its lips.
Ródėsi, lýg visà gyvýbė bū́tų ìšsiurbta ìš manę̃s.	Rodėsi, lyg visa gyvybė būtų išsiurbta iš manęs.	It seemed as if all the life had been drained out of me.
Ar̃ ỹra kažkàs, kàs bū́tų galė́jęs užtrauktì šį̃ sãpną?	Ar yra kažkas, kas būtų galėjęs užtraukti šį sapną?	Is there anything that might have brought this dream on?
Daktarè, kažkàs neramìna Mìną, apiẽ ką̃ jì mùms nepãsakoja.	Daktare, kažkas neramina Miną, apie ką ji mums nepasakoja.	Doctor, there's something troubling Mina, something she won't tell us.
Véidas tamè sapnè, kaĩp sãkote, vìs artė́jo?	Veidas tame sapne, kaip sakote, vis artėjo?	And the face in the dream, you say it seemed to come closer and closer?
Kaĩp seniaĩ tùrite šiàs nedìdeles žymès?	Kaip seniai turite šias nedideles žymes?	How long have you had those little marks?
Õ jū̃s, mìs Minà, atródote ýpač...	O jūs, mis Mina, atrodote ypač...	And you, Miss Mina. You're looking exceptionally...
Žymùs mókslininkas, kuriõ var̃dą žìnome nètgi Transilvãnijos týruose.	Žymus mokslininkas, kurio vardą žinome netgi Transilvanijos tyruose.	A most distinguished scientist whose name we know... even in the wilds of Transylvania.
Tikiúosi, neprìėmėte màno pãsakojimų per̃ daũg rimtaĩ.	Tikiuosi, nepriėmėte mano pasakojimų per daug rimtai.	I hope you haven't taken my stories too seriously.
Geriaũ darýkite, kaĩp pàtaria jū́sų tė́vas.	Geriau darykite, kaip pataria jūsų tėvas.	You had better do as your father advises.
Príešingai, apsilañkymas gãli daũg ką̃ nušviestì.	Priešingai, apsilankymas gali daug ką nušviesti.	On the contrary, it may prove to be most enlightening.
Taĩp, šìtaip pažvel̃gtų ir̃ jū́sų ángliški daktaraĩ, jū́sų polìcija.	Taip, šitaip pažvelgtų ir jūsų angliški daktarai, jūsų policija.	Yes, and that is what your English doctors would say, your police.
Profèsoriau, vampỹrai egzistúoja tìk gą̃sdinančiose istòrijose.	Profesoriau, vampyrai egzistuoja tik gąsdinančiose istorijose.	Professor, vampires only exist in ghost stories.
Jìs tùri gautì kraũjo, arbà žùs.	Jis turi gauti kraujo, arba žus.	It must have blood or it dies.
Jìs tùri gãlią tìk nuõ saulė́lydžio ikì saulė́tekio.	Jis turi galią tik nuo saulėlydžio iki saulėtekio.	Its power lasts only from sunset to sunrise.
Dienõs valandomìs jìs tùri ilsė́tis žẽmėje, kuriojè bùvo paláidotas.	Dienos valandomis jis turi ilsėtis žemėje, kurioje buvo palaidotas.	During the hours of the day, it must rest in the earth in which it was buried.
Jìs turė́jo atsivèžti gim̃tojo dirvóžemio, pìlnas dėžès.	Jis turėjo atsivežti gimtojo dirvožemio, pilnas dėžes.	Then he must have brought his native soil with him, boxes of it.
Dėžès žẽmės, pakañkamai dìdeles, kàd galė́tų josè ilsė́tis.	Dėžes žemės, pakankamai dideles, kad galėtų jose ilsėtis.	Boxes of earth large enough for him to rest in.
Mir̃site kančiosè, jéi jū́sų síela bùs sùtepta nekaltù kraujù.	Mirsite kančiose, jei jūsų siela bus sutepta nekaltu krauju.	You will die in torment if you die with innocent blood on your soul.
- Mìs Mìna štaĩ teñ negýva!	- Mis Mina štai ten negyva!	- Miss Mina, out there dead!
Jaũ negeraĩ, kàd jì apiẽ taĩ skaĩtė laĩkraštyje.	Jau negerai, kad ji apie tai skaitė laikraštyje.	It's bad enough for her to read it in the newspaper...
Jì išnìro ìš šešė́lių ir̃ sustójo, žvelgdamà į̃ manè.	Ji išniro iš šešėlių ir sustojo, žvelgdama į mane.	She came out of the shadows and stood looking at me.
Tadà jõs véido ìšraiška tãpo siaubìnga.	Tada jos veido išraiška tapo siaubinga.	The most horrible expression came over her face.
Tadà jì apsisùko ir̃ nubė́go į̃ tam̃są.	Tada ji apsisuko ir nubėgo į tamsą.	And then she turned and ran back into the dark.
Tadà, žìnote, kàd baltaĩ apsireñgusi móteris ỹra	Tada, žinote, kad baltai apsirengusi moteris yra	Then you know the woman in white is...
Tuõj diñgs paskutìniai sáulės spinduliaĩ, mùs vė̃l apgaũbs naktìs.	Tuoj dings paskutiniai saulės spinduliai, mus vėl apgaubs naktis.	The last rays of the day's sun will soon be gone, and another night will be upon us.
- Jókiu būdù šią̃nakt negãlima atidarýti šių̃ langų̃.	- Jokiu būdu šiąnakt negalima atidaryti šių langų.	- And under no circumstances... must these windows be opened tonight.
Jéi atim̃site ìš jõs mū́sų ãpsaugą, ją̃ nužudýsite.	Jei atimsite iš jos mūsų apsaugą, ją nužudysite.	If you take her from under our protection, you will kill her.
Ar̃ taĩ nè keistàs pókalbis neišprotė́jusiems žmonė́ms?	Ar tai ne keistas pokalbis neišprotėjusiems žmonėms?	Isn't this a strange conversation... for men who aren't crazy?
Daktarè, pamir̃štate, kàd beprõčiai labaĩ stìprūs.	Daktare, pamirštate, kad bepročiai labai stiprūs.	You forget, Doctor, that madmen have great strength.
Jìs atė̃jo ir̃ sustójo põ màno lángu mėnesíenoje.	Jis atėjo ir sustojo po mano langu mėnesienoje.	He came and stood below my window in the moonlight.
Tadà jìs iškė́lė rañką, ir̃ jõs vìsos sustójo.	Tada jis iškėlė ranką, ir jos visos sustojo.	And then he held up his hand, and they all stopped.
Mán labaĩ gaĩla, bèt tùri būtì kambaryjè.	Man labai gaila, bet turi būti kambaryje.	I'm awfully sorry, but you've got to stay in your room.
Màno kraũjas dabar̃ tẽka jõs gýslomis.	Mano kraujas dabar teka jos gyslomis.	My blood now flows through her veins.
Jì gyveñs šim̃tmečius, kaĩp gyvenaũ àš.	Ji gyvens šimtmečius, kaip gyvenau aš.	She will live through the centuries to come, as I have lived.
Bèt pasirū́pinsiu, kàd jì mìrtų nãktį.	Bet pasirūpinsiu, kad ji mirtų naktį.	But I shall see that she dies by night.
Ràsiu tàvo žẽmės dė̃žę ir̃ mietù pérkalsiu tàvo šìrdį.	Rasiu tavo žemės dėžę ir mietu perkalsiu tavo širdį.	I will find your earth box and drive that stake through your heart.
Prašaũ, tuõj pàt eĩkite į̃ lóvą.	Prašau, tuoj pat eikite į lovą.	Now, please, go back to bed at once.
Mìs Minà bùvo atsikė́lusi, apsireñgusi ir̃ išė̃jusi į̃ terãsą.	Mis Mina buvo atsikėlusi, apsirengusi ir išėjusi į terasą.	Miss Mina was up and dressed and out on the terrace.
Džònai, kaĩp džiaugiúosi, kàd esì čià.	Džonai, kaip džiaugiuosi, kad esi čia.	Oh, John, I'm so glad you're here.
Geriaũ vèskit mìs Mìną į̃ vìdų.	Geriau veskit mis Miną į vidų.	You better bring Miss Mina inside.
- Rẽgi, kaĩp geraĩ matýti žvaigždė̃s?	- Regi, kaip gerai matyti žvaigždės?	- See how plain you can see the stars?
Atródo, galė́tum ištiestì rañką ir̃ jàs paliestì.	Atrodo, galėtum ištiesti ranką ir jas paliesti.	Why, it looks as if you could reach out and touch them.
Gyvéndama jì tàps nelabù naktiẽs pãdaru kaĩp jìs.	Gyvendama ji taps nelabu nakties padaru kaip jis.	In life she will now become the foul thing of the night that he is.
Bèt tìk vãkar sãkei, kàd bijaĩ naktiẽs.	Bet tik vakar sakei, kad bijai nakties.	But only yesterday you said you were afraid of the night.
Brangùsis, nebū́čiau galė́jusi pasakýti tókio kvaĩlo dalỹko.	Brangusis, nebūčiau galėjusi pasakyti tokio kvailo dalyko.	But, darling, I could never have said anything so silly.
Taĩ vieniñtelis mẽtas, kaĩ jaučiúosi tikraĩ gýva.	Tai vienintelis metas, kai jaučiuosi tikrai gyva.	That's the only time I feel really alive.
Tàs juokìngas mažàs senàs profèsorius tùri krucifìksą.	Tas juokingas mažas senas profesorius turi krucifiksą.	That funny little old professor, he has a crucifix.
Ói, Džònai, brangùsis, tùri pasitráukti nuõ manę̃s.	Oi, Džonai, brangusis, turi pasitraukti nuo manęs.	Oh, John, darling, you must go away from me...
Jìs atvė́rė kraujãgyslę sàvo rañkoje ir̃ prìvertė manè gertì.	Jis atvėrė kraujagyslę savo rankoje ir privertė mane gerti.	He opened a vein in his arm and he made me drink...
Negaliù mirtì sù tíek gyvýbių añt sàvo są́žinės!	Negaliu mirti su tiek gyvybių ant savo sąžinės!	I can't die with all those lives on my conscience!
