[a, i, el, i]	[a, i, él, i]	1
[u, e, i]	[u, è, i]	1
[e, u, i, a, i, a]	[e, u, i, a, ì, a]	1
[e, au, io]	[e, áu, io]	1
[o, i, iu]	[ó, i, iu]	1
[o, y, ų]	[o, ỹ, ų]	2
[au, ė, o]	[au, ė́, o]	3
[ei, i, ė]	[eĩ, i, ė]	1
[e, e, ie, a]	[e, e, iẽ, a]	1
[o, e, ių]	[ó, e, ių]	4
[i, iuo, u]	[i, iúo, u]	1
[ai, o, e]	[ai, o, è]	1
[e, ir, ė, ai]	[e, ir, ė́, ai]	1
[u, o, e]	[ù, o, e]	6
[er, i, a]	[er, i, à]	6
[or, o]	[õr, o]	1
[e, e, i, o, iu]	[e, e, ì, o, iu]	3
[a, ai, ia, o]	[a, ai, iã, o]	1
[i, e, im]	[ì, e, im]	5
[i, e, ė, i]	[i, e, ė, ì]	1
[ą, i, ė]	[ą́, i, ė]	1
[ai, ą]	[ái, ą]	23
[eį, a, o, a]	[eį, ã, o, a]	5
[in, a, a]	[iñ, a, a]	4
[a, ė, o, e]	[a, ė́, o, e]	1
[uė, u, i]	[uė̃, u, i]	1
[e, i, a, u, o]	[e, i, a, ù, o]	1
[ai, e]	[ai, è]	8
[u, ė, į]	[u, ė́, į]	4
[a, al, o]	[a, al, õ]	1
[e, o, iu]	[e, ó, iu]	8
[u, en, iau]	[u, én, iau]	5
[iau, o]	[iaũ, o]	3
[a, ei, iu]	[a, éi, iu]	1
[au, o, i]	[au, ó, i]	12
[a, o, io]	[a, õ, io]	1
[ū, y, ą]	[ū̃, y, ą]	1
[an, uo, i, ę]	[an, uo, ì, ę]	1
[u, un, ia]	[u, ùn, ia]	2
[an, i, ą]	[án, i, ą]	1
[a, o, ių]	[a, õ, ių]	3
[ū, a, i]	[ū, a, ì]	1
[au, ėm]	[áu, ėm]	1
[iol]	[iõl]	1
[ai, i, a]	[ái, i, a]	1
[a, ei, i, e]	[a, eĩ, i, e]	1
[e, ai, i, e]	[e, aĩ, i, e]	1
[a, e, i, e]	[a, è, i, e]	1
[u, i, a, i]	[u, i, à, i]	2
[u, ė, um]	[u, ė́, um]	6
[u, ei, i, e]	[u, éi, i, e]	1
[ir, y, e]	[ir, y, è]	1
[a, au, o]	[a, aũ, o]	1
[ee, i, uo, ų]	[ee, i, úo, ų]	1
[ū, um]	[ū́, um]	6
[o, iui]	[ò, iui]	1
[a, a, o, i, o]	[ã, a, o, i, o]	1
[ie, o]	[iẽ, o]	54
[ū, u]	[ū, ù]	8
[ei, ė]	[ei, ė̃]	7
[ar, iai]	[ar̃, iai]	2
[a, i, ei, a, o]	[a, i, ei, ã, o]	1
[al, o, a]	[al̃, o, a]	1
[i, a, ia, o]	[i, a, iã, o]	3
[a, iim, i]	[a, iim̃, i]	2
[e, i, o]	[e, i, ó]	3
[i, au, in, i]	[i, áu, in, i]	1
[i, i, i, uo, o, e]	[i, i, i, úo, o, e]	1
[e, ei, ė, o]	[e, ei, ė́, o]	5
[ę, i]	[ę̃, i]	2
[e, ir]	[e, ir̃]	1
[e, ė, ų]	[e, ė́, ų]	1
[u, ė, e]	[ù, ė, e]	9
[u, ir, o]	[u, ir̃, o]	16
[e, ė, o]	[e, ė́, o]	4
[a, y, i]	[a, ý, i]	33
[ū, i, e]	[ū́, i, e]	4
[o, an]	[ó, an]	1
[in, a]	[ìn, a]	1
[ar, ė]	[ár, ė]	9
[į, i, au, i]	[į, i, áu, i]	1
[ea, ei, ė]	[eà, ei, ė]	1
[e, ei, ė, ų]	[e, ei, ė́, ų]	1
[u, ią]	[ù, ią]	2
[a, į, a, ai]	[a, į́, a, ai]	1
[au, o, o, i, i]	[au, o, o, ì, i]	15
[e, i, o, i, e]	[e, i, ó, i, e]	2
[a, i, iau, ė]	[a, ì, iau, ė]	1
[a, ei, ia]	[a, éi, ia]	4
[ia, i, o]	[ia, ì, o]	1
[a, e, a, e]	[à, e, a, e]	1
[u, i, o, o, e]	[u, i, ó, o, e]	1
[u, ir, ų]	[u, ìr, ų]	1
[i, au, i]	[i, au, ì]	1
[au, o]	[aũ, o]	16
[ar, o, i, o, e]	[ar, ò, i, o, e]	1
[u, ir, au]	[u, ir, aũ]	5
[a, u, au]	[a, u, aũ]	1
[a, a, y, iu]	[a, a, ý, iu]	7
[o, y, o]	[o, ỹ, o]	9
[i, o, i]	[i, ó, i]	13
[er, ai, y, i]	[ér, ai, y, i]	4
[er, i, ų]	[er, ì, ų]	1
[au, ę]	[aũ, ę]	2
[o, e, o, iu]	[o, è, o, iu]	2
[ian, ie, o]	[iañ, ie, o]	2
[ir, ai]	[ir, aĩ]	1
[o, i, o]	[ò, i, o]	2
[er, in, a]	[er, ìn, a]	1
[a, e, i, a]	[a, è, i, a]	2
[uo, a, iai]	[uo, a, iaĩ]	1
[i, e, io]	[i, è, io]	1
[an, y]	[añ, y]	1
[a, a, o]	[ã, a, o]	11
[ū, ui]	[ū́, ui]	2
[a, i, in, e]	[ã, i, in, e]	1
[e, e, e, iu]	[e, è, e, iu]	1
[ie, u, u]	[íe, u, u]	1
[e, u, ia, e, im]	[ẽ, u, ia, e, im]	1
[o, ie, i, o, e]	[o, ie, ì, o, e]	2
[ai, i, in, a]	[ai, i, iñ, a]	1
[a, ė]	[ã, ė]	42
[o, a, uo, o, u]	[o, a, úo, o, u]	1
[o, io]	[õ, io]	20
[ė, ė, o]	[ė, ė́, o]	5
[ei, iau]	[ei, iaũ]	1
[u, i, ie, i, a]	[u, i, ie, ì, a]	1
[o, e, į]	[ó, e, į]	4
[y, u, ą]	[y, ù, ą]	9
[e, ė, ė]	[é, ė, ė]	1
[i, i, iam]	[i, ì, iam]	1
[ar, y, i]	[ár, y, i]	1
[a, ur]	[a, ur̃]	5
[i, ei, ė]	[i, éi, ė]	1
[ir, ų]	[ìr, ų]	1
[a, i, o, e]	[a, ì, o, e]	2
[a, a, in, iu]	[a, a, ìn, iu]	1
[o, iu, a]	[o, iù, a]	2
[iar, i, a]	[iar̃, i, a]	1
[a, ir, ai]	[a, ir, aĩ]	3
[į, i, au]	[į, i, aũ]	1
[u, au, ė]	[u, áu, ė]	1
[u, au, a]	[u, au, à]	1
[ė, a, iau, ią]	[ė, a, iáu, ią]	1
[ei, į]	[eĩ, į]	2
[au, u]	[áu, u]	9
[e, ur, i, a]	[e, ùr, i, a]	2
[an, y, i, e]	[an, ý, i, e]	1
[y, o]	[y, ó]	17
[i, ie, iu]	[i, íe, iu]	1
[u, i, au, i]	[u, i, áu, i]	1
[uo, o, ė]	[úo, o, ė]	7
[a, ar, u, i]	[a, ar̃, u, i]	1
[ei, in, i]	[ei, ìn, i]	1
[al, o, u]	[al, ó, u]	4
[i, y, en]	[i, y, eñ]	1
[įė, i, ą]	[įė, ì, ą]	1
[a, a, ai, a]	[a, ã, ai, a]	1
[a, iuo, i, e]	[a, iúo, i, e]	1
[ai, i, in, e]	[aĩ, i, in, e]	1
[e, e, i]	[e, ẽ, i]	6
[y, e, a]	[ỹ, e, a]	1
[a, in, i]	[a, ìn, i]	6
[ie, ą]	[íe, ą]	40
[u, ė]	[u, ė̃]	2
[e, u, an, an, i]	[e, u, añ, an, i]	1
[a, y, i, i, o]	[a, ý, i, i, o]	2
[u, ai, i, o, e]	[u, ai, ì, o, e]	1
[uo, ie, ei]	[uo, iẽ, ei]	1
[a, i, ų]	[ã, i, ų]	1
[a, o, y, iu]	[a, ó, y, iu]	3
[ai, ė, u]	[ai, ė́, u]	2
[i, an, y, i]	[i, an, ý, i]	1
[iau, ė]	[iáu, ė]	4
[au, e, ė]	[au, è, ė]	1
[u, u, i]	[u, u, ì]	1
[a, i]	[ã, i]	57
[e, iau, ių]	[e, iáu, ių]	1
[aė, u, iai]	[aė̃, u, iai]	1
[ią, a]	[ią̃, a]	1
[į, im]	[į̃, im]	1
[i, a, o]	[i, ã, o]	7
[u, i, in, i, a]	[u, i, in, ì, a]	2
[e, i, ė, ai]	[e, i, ė́, ai]	1
[o, er, a]	[ò, er, a]	1
[a, au, ė, e]	[a, aũ, ė, e]	1
[a, i, a, e]	[a, ì, a, e]	2
[a, el]	[a, el̃]	2
[u, o]	[ù, o]	168
[iu, e]	[iu, è]	2
[ea, o, ė]	[ea, ó, ė]	3
[a, y, en, i]	[a, y, én, i]	1
[iu, au, i]	[iu, áu, i]	1
[e, ė, io]	[e, ė, ió]	1
[y, y, ui]	[y, ý, ui]	1
[e, e, u]	[e, e, ù]	1
[er, iu]	[er, iù]	1
[a, u, o]	[a, ù, o]	2
[al, i, o]	[ál, i, o]	1
[ė, uo, a]	[ė, úo, a]	3
[e, ė, i, ą]	[e, ė́, i, ą]	1
[i, iuo, uo, i]	[i, iúo, uo, i]	4
[į, al, i, au]	[į, ál, i, au]	1
[ar, i, ių, i]	[ar, i, ių̃, i]	1
[al, an]	[al̃, an]	2
[en, ų]	[en, ų̃]	1
[au, o, a, i]	[au, ó, a, i]	2
[a, ir, į]	[ã, ir, į]	1
[e, uo, a]	[e, úo, a]	2
[iu, in, a]	[iu, ìn, a]	1
[i, au, i, e]	[i, aũ, i, e]	1
[e, i, o, a, a]	[e, i, ó, a, a]	1
[y, i]	[ý, i]	18
[iur, ė]	[iùr, ė]	1
[in, e, ė]	[in, è, ė]	1
[i, ir, iu]	[i, ir̃, iu]	1
[i, ų, ų]	[i, ų̃, ų]	1
[in, u, i, a]	[in, ù, i, a]	1
[eei, i]	[eeĩ, i]	1
[er, i, o]	[er, ì, o]	8
[o, ė, au]	[o, ė́, au]	10
[u, i, ar, y, i]	[u, i, ar, ý, i]	1
[el, o, i]	[el, õ, i]	1
[a, a, i]	[a, ã, i]	1
[i, ė, e]	[ì, ė, e]	1
[ul, i]	[ul̃, i]	1
[a, a, iau, iai]	[a, a, iáu, iai]	1
[a, e, u]	[ã, e, u]	4
[o, iau]	[o, iaũ]	6
[o, i, i, a]	[o, i, ì, a]	1
[ar, i, iu]	[ár, i, iu]	1
[au, an]	[au, añ]	2
[ai, ėm]	[aĩ, ėm]	1
[iū, ė, au]	[iū, ė́, au]	3
[a, i, a, i]	[a, ì, a, i]	9
[a, i, y, ių]	[a, i, ý, ių]	1
[a, i, y, ė]	[a, i, ý, ė]	1
[aė, iau]	[àė, iau]	3
[ei, ia]	[éi, ia]	5
[i, ą]	[ì, ą]	82
[o, ių]	[õ, ių]	4
[ū, u, ų]	[ū́, u, ų]	1
[a, a, ai, i]	[a, ã, ai, i]	2
[a, al, e, i, ų]	[a, al, è, i, ų]	1
[y, e, ė]	[y, è, ė]	4
[į, i, i]	[į, i, ì]	1
[e, o]	[e, õ]	1
[ir, o]	[ìr, o]	7
[ie, ų]	[iẽ, ų]	3
[o, ui]	[ò, ui]	35
[aei, ų]	[aeĩ, ų]	1
[ai, y, a]	[aĩ, y, a]	1
[ai, ų]	[ái, ų]	1
[ei, in, a]	[ei, ìn, a]	7
[e, e, al, u]	[e, e, al, ù]	1
[a, u, ė, i]	[a, u, ė́, i]	1
[a, ie, o, o]	[a, ie, ó, o]	1
[e, io, i, a]	[e, ió, i, a]	1
[o, ia]	[o, ià]	11
[um, a]	[um, à]	2
[u, u]	[u, ù]	5
[il, o, a]	[ìl, o, a]	1
[ai, i, ui]	[ai, ì, ui]	1
[ir, a, ie, iai]	[ir, ã, ie, iai]	1
[in, ų]	[iñ, ų]	1
[u, ių]	[u, ių̃]	1
[a, i, ą]	[a, ì, ą]	5
[u, a, i, a]	[u, a, ì, a]	1
[an, ų]	[an, ų̃]	1
[u, a, y, ą]	[u, a, ý, ą]	1
[e, u, o]	[e, ù, o]	25
[au, o, u]	[au, ó, u]	3
[iū, i]	[iū, ì]	1
[au, in, e, ė]	[au, in, è, ė]	2
[el, e, y]	[el, e, ỹ]	2
[a, e, ė]	[à, e, ė]	9
[u, ie, i]	[u, ie, ì]	2
[ą, y, o, i]	[ą́, y, o, i]	3
[ai, i, in, ė]	[ai, i, iñ, ė]	3
[i, i, ė]	[ì, i, ė]	1
[y, u, iu]	[ý, u, iu]	1
[a]	[à]	1152
[ū, y, o, ai]	[ū, ý, o, ai]	1
[ie, e]	[ie, è]	10
[uo, ė, i]	[uõ, ė, i]	1
[o, i, on, o]	[o, i, òn, o]	4
[ar, a, ą]	[ar, ã, ą]	9
[er, i, ą]	[er, ì, ą]	3
[au, y, ą]	[aũ, y, ą]	3
[įė, au]	[įė, aũ]	1
[an, iau]	[an, iaũ]	4
[a, au, a]	[à, au, a]	2
[a, e, a]	[ã, e, a]	2
[er, ai, ę]	[ér, ai, ę]	2
[an, o, e]	[añ, o, e]	3
[au, ia, a]	[au, ia, à]	1
[u, i, e, o]	[u, i, ẽ, o]	1
[a, y, iu]	[a, ý, iu]	1
[i, y]	[i, ỹ]	1
[e, a, ir, i, e]	[e, a, ir̃, i, e]	1
[o, i, e, o]	[o, i, è, o]	1
[a, y, iu, e]	[a, ỹ, iu, e]	4
[ei, ė, i]	[éi, ė, i]	1
[ail, ė, i]	[ail, ė, ì]	1
[a, e, i, ie, i]	[a, e, i, iẽ, i]	2
[ai, ė, ai]	[ai, ė́, ai]	2
[a, i, i, ą]	[a, i, ì, ą]	2
[ė, au]	[ė, aũ]	2
[a, an, ų]	[a, an, ų̃]	4
[al, i]	[al, ì]	4
[a, ė, au]	[a, ė, aũ]	2
[iu, or, ą]	[iu, òr, ą]	1
[e, i, i, ė, au]	[e, i, i, ė́, au]	1
[e, i, i, e, a]	[e, i, ì, e, a]	4
[ur, a, i, ė]	[ur, a, ì, ė]	2
[a, a]	[ã, a]	38
[i, ie, o]	[ì, ie, o]	1
[uo, iu]	[úo, iu]	4
[u, io]	[ù, io]	3
[am, y]	[am, ỹ]	1
[a, i, y]	[a, i, ỹ]	3
[um, io]	[ùm, io]	1
[e, a, ie, į]	[e, ã, ie, į]	19
[a, uo, a]	[à, uo, a]	3
[au, u, ai]	[aũ, u, ai]	1
[a, u, iu]	[a, u, iù]	1
[u, iu]	[u, iù]	70
[e, e, a, ą]	[e, e, ã, ą]	1
[a, ie, ė, e]	[a, íe, ė, e]	1
[o, io, e]	[o, io, è]	9
[i, o, a]	[ì, o, a]	6
[a, e, iu]	[a, è, iu]	1
[am, i, a]	[ám, i, a]	1
[au, u, ų]	[au, u, ų̃]	1
[on, o, ą]	[òn, o, ą]	2
[im, e, į]	[im̃, e, į]	1
[i, e, ė, e]	[i, ẽ, ė, e]	3
[a, ių, i]	[a, ių, ì]	1
[a, i, an, iau]	[a, i, an, iaũ]	1
[o, an, o]	[o, án, o]	6
[e, i, au, in]	[e, i, áu, in]	1
[an, e, io]	[an, è, io]	1
[i, a, ai]	[i, a, aĩ]	2
[an, e, į]	[an, è, į]	1
[ar, i]	[ar̃, i]	6
[a, i, u, o]	[a, i, ù, o]	1
[a, an, i, ą]	[a, án, i, ą]	1
[e, y, i]	[e, ý, i]	2
[ė, o, u]	[ė, ó, u]	2
[o, i, ių]	[o, i, ių̃]	2
[ė, ių]	[ė, ių̃]	10
[ū, io]	[ū́, io]	2
[u, ė, ė]	[u, ė́, ė]	1
[er, ai, ę]	[er, ái, ę]	1
[u, ie, ie, i, o]	[u, ie, iẽ, i, o]	1
[u, ai]	[u, aĩ]	4
[en, ia, e, im]	[eñ, ia, e, im]	4
[u, iuo]	[u, iuõ]	12
[ir, iu]	[ir, iù]	1
[al, y, ė]	[al, ý, ė]	1
[ar, o, ė]	[ar, ó, ė]	1
[au, ai, ių]	[au, aĩ, ių]	1
[i, ia, i]	[ì, ia, i]	3
[ą, i]	[ą, ì]	1
[y, ai]	[ý, ai]	10
[er, o, e]	[er̃, o, e]	1
[e, u, au]	[e, u, aũ]	3
[a, an, iau]	[a, an, iaũ]	1
[er, ai, y, iu]	[ér, ai, y, iu]	1
[o, i, uo, a]	[o, i, úo, a]	1
[ei, a]	[éi, a]	1
[a, į, a]	[a, į́, a]	1
[i, u, ė, ę]	[i, u, ė̃, ę]	4
[u, al, ė, e]	[u, ál, ė, e]	2
[an, ia]	[an, ià]	1
[i, ė, o]	[i, ė́, o]	1
[i, ia, o, i]	[i, iã, o, i]	1
[į, y, o]	[į, ỹ, o]	1
[ū, au]	[ū, aũ]	7
[a, i, o, ė, e]	[a, i, ó, ė, e]	1
[a, im, i]	[a, im, ì]	1
[a, iau, iai]	[a, iáu, iai]	8
[eu, o, o, e]	[eu, ò, o, e]	5
[am, ė, i]	[am, ė́, i]	1
[il, ių]	[il, ių̃]	1
[o, ė, ai]	[o, ė́, ai]	1
[u, y, a]	[u, ỹ, a]	1
[ū, į]	[ū́, į]	3
[uo, ą]	[úo, ą]	12
[e, i, ie, i]	[e, i, iẽ, i]	1
[iū, iu]	[iū, iù]	3
[a, ei, a]	[a, éi, a]	6
[u, ė, ė]	[u, ė, ė̃]	1
[a, au, iau]	[à, au, iau]	1
[e, ei, ia]	[e, ei, ià]	3
[al, ai, ių]	[al, aĩ, ių]	2
[a, er, i]	[a, er, ì]	1
[a, e, i]	[ã, e, i]	1
[i, u, ę]	[i, ù, ę]	8
[o, ie, i, o]	[o, ie, ì, o]	1
[a, i, o]	[ã, i, o]	5
[į, un, um]	[į, ùn, um]	1
[a, au, į]	[a, áu, į]	9
[a, i, o, in, i]	[a, i, õ, in, i]	2
[e, a, in]	[e, a, ìn]	1
[iuo]	[iuõ]	22
[au, io, o, e]	[áu, io, o, e]	1
[u, en, ė]	[u, eñ, ė]	1
[au, o]	[au, ó]	1
[e, en, ą]	[e, eñ, ą]	1
[al, ą]	[ál, ą]	17
[e, ą, o, ė]	[e, ą́, o, ė]	1
[u, au, ei]	[u, au, eĩ]	1
[ur, ie, i]	[ur, íe, i]	1
[y, u]	[ý, u]	2
[u, ų]	[ù, ų]	9
[a, i, ė, i, e]	[a, i, ė́, i, e]	2
[a, ie, iau]	[à, ie, iau]	1
[ea, i, ei, i, u, i]	[ea, i, éi, i, u, i]	1
[u, a, ė, e]	[u, ã, ė, e]	1
[ie, in, a]	[ie, ìn, a]	1
[in, y, i]	[iñ, y, i]	1
[a, u, ų]	[a, ù, ų]	1
[uė, o]	[uė̃, o]	2
[a, ie, i]	[a, ie, ì]	3
[o, au, i]	[ó, au, i]	3
