Mán skaũda rañką.	Man skauda ranką.	My arm hurts.	ranką	2	ranka	Ncfsan-
Pasakýk mán sàvo var̃dą.	Pasakyk man savo vardą.	Tell me your name.	vardą	3	vardas	Ncmsan-
Tiẽsą sãkant, àš nenóriu sù jaĩs eitì.	Tiesą sakant, aš nenoriu su jais eiti.	To tell the truth, I don't want to go with them.	Tiesą	0	tiesa	Ncfsan-
Tù tùri pradėtì sàvo gyvẽnimą ìš naũjo.	Tu turi pradėti savo gyvenimą iš naujo.	You should make a fresh start in life.	gyvenimą	4	gyvenimas	Ncmsan-
Ar̃ girdė́jai apiẽ tą̃ kàs įvỹko vãkar nãktį?	Ar girdėjai apie tą kas įvyko vakar naktį?	Did you hear about what happened last night?	naktį	7	naktis	Ncfsan-
Àš turiù nãmą.	Aš turiu namą.	I have a house.	namą	2	namas	Ncmsan-
Grį̃žk į̃ sàvo viẽtą.	Grįžk į savo vietą.	Return to your seat.	vietą	3	vieta	Ncfsan-
Jìs ateĩna čià dù kartùs per̃ saváitę.	Jis ateina čia du kartus per savaitę.	He comes here twice a week.	savaitę	6	savaitė	Ncfsan-
Mergáitė nóri žinóti tiẽsą.	Mergaitė nori žinoti tiesą.	The girl wants to know the truth.	tiesą	3	tiesa	Ncfsan-
Ar̃ tù žinaĩ ar̃ jìs tùri mergìną?	Ar tu žinai ar jis turi merginą?	Do you know if he has a girlfriend?	merginą	6	mergina	Ncfsan-
Àš manaũ, kàd ỹra šaunù, kàd tù gavaĩ tą̃ dárbą.	Aš manau, kad yra šaunu, kad tu gavai tą darbą.	I think it's great that you got that job.	darbą	11	darbas	Ncmsan-
Àš pažį́stu tą̃ mergìną.	Aš pažįstu tą merginą.	I know that girl.	merginą	3	mergina	Ncfsan-
Àš táu paródysiu sàvo kam̃barį.	Aš tau parodysiu savo kambarį.	I'll show you my room.	kambarį	4	kambarys	Ncmsan-
Jì mýli kìtą výrą.	Ji myli kitą vyrą.	She's in love with another man.	vyrą	3	vyras	Ncmsan-
Mán į̃ gálvą atė̃jo kvaĩla mintìs.	Man į galvą atėjo kvaila mintis.	A foolish idea came into my mind.	galvą	2	galva	Ncfsan-
Paláuk minutė̃lę. Àš nóriu táu kažką̃ pasakýti.	Palauk minutėlę. Aš noriu tau kažką pasakyti.	Wait a minute. I want to tell you something.	minutėlę	1	minutėlė	Ncfsan-
Paláuk minutė̃lę.	Palauk minutėlę.	Wait a moment.	minutėlę	1	minutėlė	Ncfsan-
Prašaũ paláuk pùsę valandõs.	Prašau palauk pusę valandos.	Please wait half an hour.	pusę	2	pusė	Ncfsan-
Puikù turė́ti šeĩmą.	Puiku turėti šeimą.	It's great to have a family.	šeimą	2	šeima	Ncfsan-
Šaunù turė́ti šeĩmą.	Šaunu turėti šeimą.	It's great to have a family.	šeimą	2	šeima	Ncfsan-
Ar̃ jū̃s tùrite knỹgą?	Ar jūs turite knygą?	Do you have a book?	knygą	3	knyga	Ncfsan-
Ar̃ mateĩ màno žmóną?	Ar matei mano žmoną?	Have you seen my wife?	žmoną	3	žmona	Ncfsan-
Ar̃ tù tùri knỹgą?	Ar tu turi knygą?	Do you have a book?	knygą	3	knyga	Ncfsan-
Ar̃ vaikaĩ eĩna į̃ mokỹklą?	Ar vaikai eina į mokyklą?	Do the children go to school?	mokyklą	4	mokykla	Ncfsan-
Àš galvóju apiẽ tàvo plãną.	Aš galvoju apie tavo planą.	I'm thinking about your plan.	planą	4	planas	Ncmsan-
Àš mačiaũ tàvo tė́vą.	Aš mačiau tavo tėvą.	I saw your father.	tėvą	3	tėvas	Ncmsan-
Àš nóriu eitì į̃ mokỹklą.	Aš noriu eiti į mokyklą.	I want to go to school.	mokyklą	4	mokykla	Ncfsan-
Àš pamiršaũ jõ var̃dą	Aš pamiršau jo vardą	I forget his name.	vardą	3	vardas	Ncmsan-
Àš pažį́stu tàvo tė́vą.	Aš pažįstu tavo tėvą.	I know your father.	tėvą	3	tėvas	Ncmsan-
Dúok mán sàvo knỹgą.	Duok man savo knygą.	Give me your book.	knygą	3	knyga	Ncfsan-
Jì jaũ išė̃jo į̃ mokỹklą.	Ji jau išėjo į mokyklą.	She has already gone to school.	mokyklą	4	mokykla	Ncfsan-
Jìs dãvė jái knỹgą.	Jis davė jai knygą.	He gave her a book.	knygą	3	knyga	Ncfsan-
Jìs netùri eitì į̃ mokỹklą.	Jis neturi eiti į mokyklą.	He doesn't have to go to school.	mokyklą	4	mokykla	Ncfsan-
Jìs palìko sàvo žmóną ir̃ vaikùs.	Jis paliko savo žmoną ir vaikus.	He left his wife and children.	žmoną	3	žmona	Ncfsan-
Kaĩ àš atėjaũ į̃ mokỹklą, teñ jaũ niẽko nebùvo.	Kai aš atėjau į mokyklą, ten jau nieko nebuvo.	When I came to the school, there was nobody there anymore.	mokyklą	4	mokykla	Ncfsan-
Mán pavỹko gautì tą̃ knỹgą.	Man pavyko gauti tą knygą.	I succeeded in getting the book.	knygą	4	knyga	Ncfsan-
Mergáitė eĩna į̃ mokỹklą.	Mergaitė eina į mokyklą.	The girl goes to school.	mokyklą	3	mokykla	Ncfsan-
Nedarýk tõ dár kar̃tą!	Nedaryk to dar kartą!	Don't do it again.	kartą	3	kartas	Ncmsan-
Nenóriu į̃ mokỹklą.	Nenoriu į mokyklą.	I don't want to go to school.	mokyklą	2	mokykla	Ncfsan-
Nóriu pamatýti šį̃ fìlmą.	Noriu pamatyti šį filmą.	I want to see the movie.	filmą	3	filmas	Ncmsan-
Padė́k knỹgą atgal̃, kur̃ jì bùvo.	Padėk knygą atgal, kur ji buvo.	Place this book back where it was.	knygą	1	knyga	Ncfsan-
Prãšom ateitì dár kar̃tą põ trijų̃ dienų̃.	Prašom ateiti dar kartą po trijų dienų.	Please come again in three days time.	kartą	3	kartas	Ncmsan-
Táu laĩkas eitì į̃ mokỹklą.	Tau laikas eiti į mokyklą.	It is about time you went to school.	mokyklą	4	mokykla	Ncfsan-
Tiẽsą sãkant, àš jaũ mačiaũ tą̃ fìlmą.	Tiesą sakant, aš jau mačiau tą filmą.	To tell the truth, I've already seen the movie.	Tiesą	0	tiesa	Ncfsan-
Tiẽsą sãkant, àš jaũ mačiaũ tą̃ fìlmą.	Tiesą sakant, aš jau mačiau tą filmą.	To tell the truth, I've already seen the movie.	filmą	7	filmas	Ncmsan-
Žiūrė́k į̃ knỹgą añt stãlo.	Žiūrėk į knygą ant stalo.	Look at the book on the desk.	knygą	2	knyga	Ncfsan-
Ar̃ galiù paliktì žinùtę?	Ar galiu palikti žinutę?	Can I leave a message?	žinutę	3	žinutė	Ncfsan-
Ar̃ girdė́jai jõ žinùtę?	Ar girdėjai jo žinutę?	Did you hear his message?	žinutę	3	žinutė	Ncfsan-
Ar̃ tù mateĩ màno mãmą?	Ar tu matei mano mamą?	Did you see my mother?	mamą	4	mama	Ncfsan-
Ar̃ tù mýli sàvo mãmą?	Ar tu myli savo mamą?	Do you love your mother?	mamą	4	mama	Ncfsan-
Ar̃ tù mýli sàvo šãlį?	Ar tu myli savo šalį?	Do you love your country?	šalį	4	šalis	Ncfsan-
Ar̃ tù pažį́sti jõ mãmą?	Ar tu pažįsti jo mamą?	Do you know his mum?	mamą	4	mama	Ncfsan-
Àš einù į̃ vìdų.	Aš einu į vidų.	I'm going inside.	vidų	3	vidus	Ncmsan-
Àš mýliu sàvo mãmą.	Aš myliu savo mamą.	I love my mum.	mamą	3	mama	Ncfsan-
Àš táu dúosiu šią̃ knỹgą.	Aš tau duosiu šią knygą.	I will give you this book.	knygą	4	knyga	Ncfsan-
Àš turiù kláusimą.	Aš turiu klausimą.	I have a question.	klausimą	2	klausimas	Ncmsan-
Màno mótina palìko mán žinùtę.	Mano motina paliko man žinutę.	My mother left me a message.	žinutę	4	žinutė	Ncfsan-
Mẽs visì nórime pamatýti fìlmą.	Mes visi norime pamatyti filmą.	We are all eager to see the movie.	filmą	4	filmas	Ncmsan-
Neįmãnoma sustabdýti laĩką.	Neįmanoma sustabdyti laiką.	Time cannot be stopped.	laiką	2	laikas	Ncmsan-
Papãsakok mán apiẽ sàvo žmóną.	Papasakok man apie savo žmoną.	Tell me about your wife.	žmoną	4	žmona	Ncfsan-
Pasitráuk į̃ šãlį.	Pasitrauk į šalį.	Step aside.	šalį	2	šalis	Ncfsan-
Prašaũ paláukite pùsę valandõs.	Prašau palaukite pusę valandos.	Please wait half an hour.	pusę	2	pusė	Ncfsan-
Vienì ỹra ùž plãną, kitì ỹra priẽš jį̃.	Vieni yra už planą, kiti yra prieš jį.	Some people are for the plan and others are against it.	planą	3	planas	Ncmsan-
Ar̃ prisìmeni jõ telefòno nùmerį?	Ar prisimeni jo telefono numerį?	Do you remember his telephone number?	numerį	4	numeris	Ncmsan-
Àš turiù šìrdį.	Aš turiu širdį.	I have a heart.	širdį	2	širdis	Ncfsan-
Jì mýli kìtą móterį.	Ji myli kitą moterį.	She's in love with another woman.	moterį	3	moteris	Ncfsan-
Jìs mýli kìtą móterį.	Jis myli kitą moterį.	He's in love with another woman.	moterį	3	moteris	Ncfsan-
Mẽs rytój vìsą diẽną bū́sime namiẽ.	Mes rytoj visą dieną būsime namie.	We'll be home all day tomorrow.	dieną	3	diena	Ncfsan-
Palìk màno šeĩmą ramýbėje.	Palik mano šeimą ramybėje.	Leave my family alone.	šeimą	2	šeima	Ncfsan-
Prisìmenu pìrmą kar̃tą.	Prisimenu pirmą kartą.	I remember the first time.	kartą	2	kartas	Ncmsan-
Ar̃ gãli ateitì į̃ vakarė̃lį?	Ar gali ateiti į vakarėlį?	Can you come to the party?	vakarėlį	4	vakarėlis	Ncmsan-
Ar̃ gãli mán pasakýti kur̃ àš galiù rastì ligóninę?	Ar gali man pasakyti kur aš galiu rasti ligoninę?	Can you tell me where I can find a hospital?	ligoninę	8	ligoninė	Ncfsan-
Àš labaĩ mė́gstu sàvo dárbą.	Aš labai mėgstu savo darbą.	I like my job very much.	darbą	4	darbas	Ncmsan-
Àš privalaũ eitì į̃ mokỹklą.	Aš privalau eiti į mokyklą.	I have to go to school.	mokyklą	4	mokykla	Ncfsan-
Àš turiù téisę pasakýti ką̃ manaũ.	Aš turiu teisę pasakyti ką manau.	I have the right to say what I think.	teisę	2	teisė	Ncfsan-
Àš turiù téisę sakýti tą̃ ką̃ galvóju.	Aš turiu teisę sakyti tą ką galvoju.	I have the right to say what I think.	teisę	2	teisė	Ncfsan-
Atródo kàd Tòmas žìno kẽlią.	Atrodo kad Tomas žino kelią.	Tom seems to know the way.	kelią	4	kelias	Ncmsan-
Į̃ tą̃ viẽtą táu eitì vienám pavojìnga.	Į tą vietą tau eiti vienam pavojinga.	It is risky for you to go into that area alone.	vietą	2	vieta	Ncfsan-
Jì pàėmė màno rañką.	Ji paėmė mano ranką.	She took my hand.	ranką	3	ranka	Ncfsan-
Kadà tù eĩsi į̃ mokỹklą?	Kada tu eisi į mokyklą?	When will you go to school?	mokyklą	4	mokykla	Ncfsan-
Léisk mán pasakýti víeną dalỹką.	Leisk man pasakyti vieną dalyką.	Let me say one thing.	dalyką	4	dalykas	Ncmsan-
Privalaĩ atliktì dárbą, nèt jéi táu jìs nepatiñka.	Privalai atlikti darbą, net jei tau jis nepatinka.	You must do the work, even if you do not like it.	darbą	2	darbas	Ncmsan-
Šį̃ fìlmą ver̃ta pamatýti.	Šį filmą verta pamatyti.	This movie is worth watching.	filmą	1	filmas	Ncmsan-
Šį̃ fìlmą ver̃ta pažiūrė́ti.	Šį filmą verta pažiūrėti.	This movie is worth watching.	filmą	1	filmas	Ncmsan-
Tòmas galiáusiai rãdo dárbą kurìs jám patìko.	Tomas galiausiai rado darbą kuris jam patiko.	Tom eventually found a job that he liked.	darbą	3	darbas	Ncmsan-
Tòmas galvója, kàd gãli išgélbėti pasáulį.	Tomas galvoja, kad gali išgelbėti pasaulį.	Tom thinks he can save the world.	pasaulį	6	pasaulis	Ncmsan-
Tòmas nenóri niekadà tõ darýti dár kar̃tą.	Tomas nenori niekada to daryti dar kartą.	Tom doesn't want to ever do that again.	kartą	6	kartas	Ncmsan-
Tòmas netùri šiañdien eitì į̃ mokỹklą.	Tomas neturi šiandien eiti į mokyklą.	Tom doesn't have to go to school today.	mokyklą	5	mokykla	Ncfsan-
Tù eĩsi į̃ mokỹklą.	Tu eisi į mokyklą.	You will go to school.	mokyklą	3	mokykla	Ncfsan-
Tù privalaĩ eitì į̃ ligóninę.	Tu privalai eiti į ligoninę.	You have to go to the hospital.	ligoninę	4	ligoninė	Ncfsan-
Ar̃ gavaĩ láišką?	Ar gavai laišką?	Did you receive the letter?	laišką	2	laiškas	Ncmsan-
Ar̃ gavaĩ màno láišką?	Ar gavai mano laišką?	Did you receive my letter?	laišką	3	laiškas	Ncmsan-
Ar̃ tù mateĩ màno brólį?	Ar tu matei mano brolį?	Did you see my brother?	brolį	4	brolis	Ncmsan-
Àš geraĩ pažį́stu jõ brólį.	Aš gerai pažįstu jo brolį.	I know his brother well.	brolį	4	brolis	Ncmsan-
Àš norė́čiau papãsakoti apiẽ sàvo méilę.	Aš norėčiau papasakoti apie savo meilę.	I want to speak about my love.	meilę	5	meilė	Ncfsan-
Àš turiù víeną brólį.	Aš turiu vieną brolį.	I have one brother.	brolį	3	brolis	Ncmsan-
Gavaĩ màno láišką?	Gavai mano laišką?	Did you receive my letter?	laišką	2	laiškas	Ncmsan-
Kadà ir̃ kur̃ tù gavaĩ tą̃ dóvaną?	Kada ir kur tu gavai tą dovaną?	When and where did you receive the gift?	dovaną	6	dovana	Ncfsan-
Mačiaũ ją̃ pràeitą saváitę.	Mačiau ją praeitą savaitę.	I saw her last week.	savaitę	3	savaitė	Ncfsan-
Nè visì mė́gsta tą̃ knỹgą.	Ne visi mėgsta tą knygą.	Not everyone likes that book.	knygą	4	knyga	Ncfsan-
Pabandýk dár kar̃tą.	Pabandyk dar kartą.	Try it once more.	kartą	2	kartas	Ncmsan-
Pasilìk dár trupùtį.	Pasilik dar truputį.	Stay a little longer.	truputį	2	truputis	Ncmsan-
Šìtai atsitìko priẽš taĩ kaĩ àš gavaũ tàvo láišką.	Šitai atsitiko prieš tai kai aš gavau tavo laišką.	This happened prior to receiving your letter.	tavo	7	laiškas	Ncmsan-
Tòmas padarỹs gẽrą dalỹką.	Tomas padarys gerą dalyką.	Tom will do the right thing.	dalyką	3	dalykas	Ncmsan-
Vãkar gavaũ nuõ jõs láišką.	Vakar gavau nuo jos laišką.	I had a letter from her yesterday.	laišką	4	laiškas	Ncmsan-
Ar̃ mãtai tą̃ mãžą nãmą?	Ar matai tą mažą namą?	Can you see that small house?	namą	4	namas	Ncmsan-
Àš čià trupùtį užsiė̃męs, Tòmai.	Aš čia truputį užsiėmęs, Tomai.	I'm a little busy here, Tom.	truputį	2	truputis	Ncmsan-
Àš mačiaũ šùnį.	Aš mačiau šunį.	I saw a dog.	šunį	2	šuo	Ncmsan-
Àš norė́čiau keliáuti apliñk pasáulį.	Aš norėčiau keliauti aplink pasaulį.	I'd like to travel around the world.	pasaulį	4	pasaulis	Ncmsan-
Àš turiù atsakýti į̃ šį̃ láišką.	Aš turiu atsakyti į šį laišką.	I have to answer his letter.	laišką	5	laiškas	Ncmsan-
Àš turiù žíedą.	Aš turiu žiedą.	I have a ring.	žiedą	2	žiedas	Ncmsan-
Atidarýk bùrną!	Atidaryk burną!	Open your mouth!	burną	1	burna	Ncfsan-
Gavaũ láišką ìš sàvo draũgo.	Gavau laišką iš savo draugo.	I got a letter from my friend.	laišką	1	laiškas	Ncmsan-
Jéi nesì labaĩ užsiė̃męs, gál galė́tum mán víeną minùtę padėtì?	Jei nesi labai užsiėmęs, gal galėtum man vieną minutę padėti?	If you're not too busy, could you help me for just a minute?	minutę	9	minutė	Ncfsan-
Jiẽ kalbė́jo apiẽ méilę.	Jie kalbėjo apie meilę.	They talked about love.	meilę	3	meilė	Ncfsan-
Jiẽ kalbė́jo vìsą nãktį.	Jie kalbėjo visą naktį.	They went on talking all night.	naktį	3	naktis	Ncfsan-
Jiẽ tùri dìdelį nãmą.	Jie turi didelį namą.	They have a large house.	namą	3	namas	Ncmsan-
Jì nóri skaitýti knỹgą.	Ji nori skaityti knygą.	She wants to read a book.	knygą	3	knyga	Ncfsan-
Jì palìko sàvo šùnį màno kambaryjè.	Ji paliko savo šunį mano kambaryje.	She left her dog in my room.	šunį	3	šuo	Ncmsan-
Jìs tùri atsakýti į̃ kláusimą.	Jis turi atsakyti į klausimą.	He needs to answer the question.	klausimą	4	klausimas	Ncmsan-
Ką̃ jì màno apiẽ màno automobìlį?	Ką ji mano apie mano automobilį?	What does she think about my car?	automobilį	5	automobilis	Ncmsan-
Kókį maĩstą Tòmas mė́gsta?	Kokį maistą Tomas mėgsta?	What kind of food does Tom like?	maistą	1	maistas	Ncmsan-
Mán reĩkia sù tavim̃ pasikalbė́ti akìs į̃ ãkį.	Man reikia su tavim pasikalbėti akis į akį.	I need to talk to you in person.	akį	7	akis	Ncfsan-
Mẽs tùrime skaitýti šią̃ knỹgą vė̃l ir̃ vė̃l.	Mes turime skaityti šią knygą vėl ir vėl.	We must read this book again and again.	knygą	4	knyga	Ncfsan-
Pakélk kaĩrę rañką.	Pakelk kairę ranką.	Raise your left hand.	kairę	1	kairė	Ncfsan-
Pakélk kaĩrę rañką.	Pakelk kairę ranką.	Raise your left hand.	ranką	2	ranka	Ncfsan-
Pakélk rañką.	Pakelk ranką.	Raise your hand.	ranką	1	ranka	Ncfsan-
Palìk maĩstą añt stãlo.	Palik maistą ant stalo.	Leave the food on the table.	maistą	1	maistas	Ncmsan-
Palìk màno automobìlį ramýbėje.	Palik mano automobilį ramybėje.	Leave my car alone.	automobilį	2	automobilis	Ncmsan-
Prõ lángą pamačiaũ jõ automobìlį.	Pro langą pamačiau jo automobilį.	I saw a car through the window.	langą	1	langas	Ncmsan-
Prõ lángą pamačiaũ jõ automobìlį.	Pro langą pamačiau jo automobilį.	I saw a car through the window.	automobilį	4	automobilis	Ncmsan-
Taĩ ỹra tàs výras kuriõ àš vìsą saváitę láukiau.	Tai yra tas vyras kurio aš visą savaitę laukiau.	That's the man I've been waiting for a week.	savaitę	7	savaitė	Ncfsan-
Tar̃p mū́sų vìskas baĩgta. Atidúok mán màno žíedą!	Tarp mūsų viskas baigta. Atiduok man mano žiedą!	It's over between us. Give me back my ring!	žiedą	8	žiedas	Ncmsan-
Táu reĩkia atsakýti į̃ láišką.	Tau reikia atsakyti į laišką.	You need not answer the letter.	laišką	4	laiškas	Ncmsan-
Tòmas galvója pardúoti nãmą.	Tomas galvoja parduoti namą.	Tom is thinking of selling his house.	namą	3	namas	Ncmsan-
Tù nužudeĩ màno tė́vą.	Tu nužudei mano tėvą.	You killed my father.	tėvą	3	tėvas	Ncmsan-
Ar̃ galė́tum atidarýti lángą?	Ar galėtum atidaryti langą?	Could you open the window?	langą	3	langas	Ncmsan-
Àš kalbù ángliškai kiekvíeną diẽną.	Aš kalbu angliškai kiekvieną dieną.	I speak English every day.	dieną	4	diena	Ncfsan-
Atsiprašaũ, ar̃ galė́tumėte atidarýti lángą?	Atsiprašau, ar galėtumėte atidaryti langą?	Excuse me, but would you please open the window?	langą	5	langas	Ncmsan-
Daviaũ jám tą̃ trupùtį pinigų̃ kuriuõs turė́jau sù savimì.	Daviau jam tą truputį pinigų kuriuos turėjau su savimi.	I gave him what little money I had with me.	truputį	3	truputis	Ncmsan-
Jì parãšė naũją knỹgą.	Ji parašė naują knygą.	She wrote a new book.	knygą	3	knyga	Ncfsan-
Jìs grį̃žta į̃ tą̃ viẽtą ìš kuriõs tù atėjaĩ.	Jis grįžta į tą vietą iš kurios tu atėjai.	He's returning to the place that you came from.	vietą	4	vieta	Ncfsan-
Jìs tùri dìdelę šeĩmą.	Jis turi didelę šeimą.	He's got a large family.	šeimą	3	šeima	Ncfsan-
Kaĩ àš žiūriù į̃ šìtą núotrauką, àš prisìmenu sàvo šeĩmą.	Kai aš žiūriu į šitą nuotrauką, aš prisimenu savo šeimą.	When I look of this photo I remember my family.	nuotrauką	5	nuotrauka	Ncfsan-
Kaĩ àš žiūriù į̃ šìtą núotrauką, àš prisìmenu sàvo šeĩmą.	Kai aš žiūriu į šitą nuotrauką, aš prisimenu savo šeimą.	When I look of this photo I remember my family.	šeimą	10	šeima	Ncfsan-
Kažkàs parãšė sàvo var̃dą añt síenos.	Kažkas parašė savo vardą ant sienos.	Somebody wrote my name on the wall.	vardą	3	vardas	Ncmsan-
Kíek tù mokì ùž bùtą?	Kiek tu moki už butą?	How much rent do you pay for the apartment?	butą	4	butas	Ncmsan-
Tókiu ãtveju, mẽs tùrime problèmą...	Tokiu atveju, mes turime problemą...	In that case, we've got a problem...	problemą	5	problema	Ncfsan-
Ỹra svarbù mùms galvóti apiẽ pasáulio ãteitį.	Yra svarbu mums galvoti apie pasaulio ateitį.	It's important for us to think about the future of the world.	ateitį	6	ateitis	Ncfsan-
Ar̃ ẽsate pasiruõšę pradėtì sàvo keliõnę?	Ar esate pasiruošę pradėti savo kelionę?	Are you ready to start your journey?	kelionę	5	kelionė	Ncfsan-
Ar̃ esì pasiruõšęs pradėtì sàvo keliõnę?	Ar esi pasiruošęs pradėti savo kelionę?	Are you ready to start your journey?	kelionę	5	kelionė	Ncfsan-
Ar̃ esì pasiruõšusi pradėtì sàvo keliõnę?	Ar esi pasiruošusi pradėti savo kelionę?	Are you ready to start your journey?	kelionę	5	kelionė	Ncfsan-
Ar̃ jū̃s mãtėte màno brólį?	Ar jūs matėte mano brolį?	Did you see my brother?	brolį	4	brolis	Ncmsan-
Ar̃ jū̃s mãtėte màno mãmą?	Ar jūs matėte mano mamą?	Did you see my mother?	mamą	4	mama	Ncfsan-
Ar̃ jū̃s mãtėte màno mótiną?	Ar jūs matėte mano motiną?	Did you see my mother?	motiną	4	motina	Ncfsan-
Ar̃ mãtėte màno žmóną?	Ar matėte mano žmoną?	Have you seen my wife?	žmoną	3	žmona	Ncfsan-
Ar̃ tù mateĩ màno mótiną?	Ar tu matei mano motiną?	Did you see my mother?	motiną	4	motina	Ncfsan-
Ar̃ tù mýli sàvo mótiną?	Ar tu myli savo motiną?	Do you love your mother?	motiną	4	motina	Ncfsan-
Ar̃ tù norė́tum ateitì į̃ màno tėvų̃ nãmą?	Ar tu norėtum ateiti į mano tėvų namą?	Would you like to come to my parents' house?	namą	7	namas	Ncmsan-
Àš dúosiu táu dár víeną šánsą.	Aš duosiu tau dar vieną šansą.	I'm going to give you one more chance.	šansą	5	šansas	Ncmsan-
Àš mataũ berniùką.	Aš matau berniuką.	I see a boy.	berniuką	2	berniukas	Ncmsan-
Àš mýliu jū́sų dùkrą.	Aš myliu jūsų dukrą.	I love your daughter.	dukrą	3	dukra	Ncfsan-
Àš mýliu sàvo mótiną.	Aš myliu savo motiną.	I love my mother.	motiną	3	motina	Ncfsan-
Àš nemė́gstu miẽstą, kurì jìs gyvẽna.	Aš nemėgstu miestą, kuri jis gyvena.	I don't like the city in which he lives.	miestą	2	miestas	Ncmsan-
Àš padariaũ klaĩdą.	Aš padariau klaidą.	I made a mistake.	klaidą	2	klaida	Ncfsan-
Àš patì ràsiu sàvo automobìlį.	Aš pati rasiu savo automobilį.	I'll find my car on my own.	automobilį	4	automobilis	Ncmsan-
Àš sutinkù sù jaĩs kàd mẽs turė́tume pabandýti dár kar̃tą.	Aš sutinku su jais kad mes turėtume pabandyti dar kartą.	I agree with them that we should try again.	kartą	9	kartas	Ncmsan-
Àš turiù dùkrą.	Aš turiu dukrą.	I have a daughter.	dukrą	2	dukra	Ncfsan-
Dúosiu jám dár víeną šánsą.	Duosiu jam dar vieną šansą.	I will give him another chance.	šansą	4	šansas	Ncmsan-
Įsivaizdúok kàd tù tùri laĩko mašìną.	Įsivaizduok kad tu turi laiko mašiną.	Imagine that you have a time machine.	mašiną	5	mašina	Ncfsan-
Jì rãšo jám kiekvíeną saváitę.	Ji rašo jam kiekvieną savaitę.	She writes to him every week.	savaitę	4	savaitė	Ncfsan-
Jìs dãvė mùms signãlą pradėtì.	Jis davė mums signalą pradėti.	He gave us the signal to begin.	signalą	3	signalas	Ncmsan-
Jìs kar̃tais ateĩna aplankýti màno sū́nų.	Jis kartais ateina aplankyti mano sūnų.	He comes to see my son now and then.	sūnų	5	sūnus	Ncmsan-
