Màno tė́vas paprãšė manę̃s atidarýti durìs.	Mano tėvas paprašė manęs atidaryti duris.	My father asked me to open the door.	duris	5	durys	Ncfpan-
Prašaũ uždarýti durìs.	Prašau uždaryti duris.	Please shut the door.	duris	2	durys	Ncfpan-
Ỹra svarbù skaitýti knygàs.	Yra svarbu skaityti knygas.	It's important to read books.	knygas	3	knyga	Ncfpan-
Ar̃ esì pasiruõšęs išgirstì blogàs žiniàs?	Ar esi pasiruošęs išgirsti blogas žinias?	Are you ready to hear the bad news?	žinias	5	žinios	Ncfpan-
Ar̃ esì pasiruõšusi išgirstì blogàs žiniàs?	Ar esi pasiruošusi išgirsti blogas žinias?	Are you ready to hear the bad news?	žinias	5	žinios	Ncfpan-
Àš gavaũ tàs žiniàs tìk vãkar.	Aš gavau tas žinias tik vakar.	It was not until yesterday that I got the news.	žinias	3	žinios	Ncfpan-
Àš norė́čiau pamatýti sàvo tėvùs.	Aš norėčiau pamatyti savo tėvus.	I'd like to see my parents.	tėvus	4	tėvai	Ncmpan-
Jiẽ atvỹko į̃ Amèriką priẽš keliàs dienàs.	Jie atvyko į Ameriką prieš kelias dienas.	They arrived in America a few days ago.	dienas	6	diena	Ncfpan-
Kaĩ jì čià atvažiuõs, pasakýk jái kàd àš pamiršaũ atneštì knygàs.	Kai ji čia atvažiuos, pasakyk jai kad aš pamiršau atnešti knygas.	When she comes here, tell her that I forgot to bring the books.	knygas	11	knyga	Ncfpan-
Kuriàs núotraukas jì pasiriñko?	Kurias nuotraukas ji pasirinko?	Which photos did she choose?	nuotraukas	1	nuotrauka	Ncfpan-
Markàs pasìėmė sàvo dáiktus ir̃ išė̃jo.	Markas pasiėmė savo daiktus ir išėjo.	Mark took his stuff and left.	daiktus	3	daiktas	Ncmpan-
Pažį́stu tàs merginàs.	Pažįstu tas merginas.	I know those girls.	merginas	2	mergina	Ncfpan-
Àš turiù júodas akìs.	Aš turiu juodas akis.	I have black eyes.	akis	3	akis	Ncfpan-
Màno vaikùs àtėmė ìš manę̃s.	Mano vaikus atėmė iš manęs.	My children were taken away from me.	vaikus	1	vaikas	Ncmpan-
Àš daraũ tìlto núotraukas.	Aš darau tilto nuotraukas.	I am taking pictures of the bridge.	nuotraukas	3	nuotrauka	Ncfpan-
Àš pérskaičiau kẽturias naujàs knygàs.	Aš perskaičiau keturias naujas knygas.	I read four new books.	knygas	4	knyga	Ncfpan-
Neįmãnoma šìtą pabaigtì per̃ dvì dienàs.	Neįmanoma šitą pabaigti per dvi dienas.	It is impossible to finish this in two days.	dienas	5	diena	Ncfpan-
Taĩp! Àš laimė́jau dù kartùs ìš eĩlės!	Taip! Aš laimėjau du kartus iš eilės!	Yes! I won twice in a row!	kartus	5	kartas	Ncmpan-
Ar̃ rãdote sàvo láiškus?	Ar radote savo laiškus?	Did you find your letters?	laiškus	3	laiškas	Ncmpan-
Griẽbk sàvo dáiktus.	Griebk savo daiktus.	Grab your stuff.	daiktus	2	daiktas	Ncmpan-
Grį̃žkite į̃ sàvo vietàs.	Grįžkite į savo vietas.	Go back to your seats.	vietas	3	vieta	Ncfpan-
Katė̃ tùri dvì ausìs.	Katė turi dvi ausis.	A cat has two ears.	ausis	3	ausis	Ncfpan-
Mán sunkù paáiškinti sàvo veiksmùs.	Man sunku paaiškinti savo veiksmus.	It's hard for me to explain my actions.	veiksmus	4	veiksmas	Ncmpan-
Šiẽ var̃tai ỹra uždarýti visùs metùs.	Šie vartai yra uždaryti visus metus.	The gate is closed all the year round.	metus	5	metai	Ncmpan-
Tòmas nenorė́jo niẽko žinóti apiẽ màno problemàs.	Tomas nenorėjo nieko žinoti apie mano problemas.	Tom didn't want to know about my problems.	problemas	6	problema	Ncfpan-
Tù skaitaĩ màno mintìs.	Tu skaitai mano mintis.	You are reading my thoughts.	mintis	3	mintis	Ncfpan-
Ỹra rýtas. Vaikaĩ válgo pùsryčius.	Yra rytas. Vaikai valgo pusryčius.	It is morning. The children are eating breakfast.	pusryčius	5	pusrytis	Ncmpan-
Àš dúosiu táu penkìs dólerius.	Aš duosiu tau penkis dolerius.	I'll give you five dollars.	dolerius	4	doleris	Ncmpan-
Àš mýliu šunìs.	Aš myliu šunis.	I love dogs.	šunis	2	šuo	Ncmpan-
Atvèsk tuõs výrus čià.	Atvesk tuos vyrus čia.	Bring those men here.	vyrus	2	vyras	Ncmpan-
Įdomù žiūrė́ti į̃ žvaigždès.	Įdomu žiūrėti į žvaigždes.	It is interesting to watch stars.	žvaigždes	3	žvaigždė	Ncfpan-
Jì bùvo pirmóji mergáitė kurì laimė́jo tàs varžýbas.	Ji buvo pirmoji mergaitė kuri laimėjo tas varžybas.	She was the first girl to win that contest.	varžybas	7	varžybos	Ncfpan-
Kókius fìlmus Tòmas mė́gsta?	Kokius filmus Tomas mėgsta?	What kind of movies does Tom like?	filmus	1	filmas	Ncmpan-
Màno mamà tùri trìs šunìs.	Mano mama turi tris šunis.	My mum has three dogs.	šunis	4	šuo	Ncmpan-
Miegójau tìk dvì vãlandas.	Miegojau tik dvi valandas.	I only slept two hours.	valandas	3	valanda	Ncfpan-
Nè visì žmónės mė́gsta šunìs.	Ne visi žmonės mėgsta šunis.	Not all people like dogs.	šunis	4	šuo	Ncmpan-
Ar̃ tù mateĩ jų̃ véidus?	Ar tu matei jų veidus?	Did you see their faces?	veidus	4	veidas	Ncmpan-
Àš nóriu pamatýti gatvès.	Aš noriu pamatyti gatves.	I want to see the streets.	gatves	3	gatvė	Ncfpan-
Àš turiù išvalýti sàvo dantìs.	Aš turiu išvalyti savo dantis.	I have to brush my teeth.	dantis	4	dantis	Ncmpan-
Àš turiù mė́lynas akìs.	Aš turiu mėlynas akis.	I have blue eyes.	akis	3	akis	Ncfpan-
Jìs uždãrė durìs.	Jis uždarė duris.	He shut the door.	duris	2	durys	Ncfpan-
Màno brólis mė́gsta siaũbo fìlmus.	Mano brolis mėgsta siaubo filmus.	My brother likes horror movies.	filmus	4	filmas	Ncmpan-
Tuõj pàt paruõšk sàvo namų̃ dárbus.	Tuoj pat paruošk savo namų darbus.	Do your homework right away.	namų	4	darbas	Ncmpan-
Ar̃ girdė́jai naujíenas?	Ar girdėjai naujienas?	Did you hear the news?	naujienas	2	naujiena	Ncfpan-
Ar̃ jū̃s pažį́state Tòmo tėvùs?	Ar jūs pažįstate Tomo tėvus?	Do you know Tom's parents?	tėvus	4	tėvai	Ncmpan-
Ar̃ tù pamiršaĩ sàvo ginklùs automobìlyje?	Ar tu pamiršai savo ginklus automobilyje?	Did you forget your weapons in the car?	ginklus	4	ginklas	Ncmpan-
Ar̃ tù pažį́sti Tòmo tėvùs?	Ar tu pažįsti Tomo tėvus?	Do you know Tom's parents?	tėvus	4	tėvai	Ncmpan-
Àš atìdaviau sàvo ginklùs.	Aš atidaviau savo ginklus.	I gave my weapons away.	ginklus	3	ginklas	Ncmpan-
Àš pažį́stu abì mergáites.	Aš pažįstu abi mergaites.	I know both of the girls.	mergaites	3	mergaitė	Ncfpan-
Jì prìėmė naujíenas ramiaĩ.	Ji priėmė naujienas ramiai.	She took the news calmly.	naujienas	2	naujiena	Ncfpan-
Jìs dė̃vi ãkinius.	Jis dėvi akinius.	He is wearing glasses.	akinius	2	akiniai	Ncmpan-
Jì tùri raudónas gėlès.	Ji turi raudonas gėles.	She has red flowers.	gėles	3	gėlė	Ncfpan-
Jõs kambarỹs tùri raudónas síenas.	Jos kambarys turi raudonas sienas.	Her room has red walls.	sienas	4	siena	Ncfpan-
Kókias gėlès tù mė́gsti?	Kokias gėles tu mėgsti?	What kind of flowers do you like?	gėles	1	gėlė	Ncfpan-
Màno brólis ỹra dù metùs vyrèsnis ùž manè.	Mano brolis yra du metus vyresnis už mane.	My brother is two years older than I am.	metus	4	metai	Ncmpan-
Paim̃k màno ãkinius.	Paimk mano akinius.	Take my glasses.	akinius	2	akiniai	Ncmpan-
Prašaũ atidarýk durìs ir̃ įléisk manè.	Prašau atidaryk duris ir įleisk mane.	Open the door and let me in, please.	duris	2	durys	Ncfpan-
Tòmas pamir̃šo, kur̃ padė́jo sàvo ãkinius.	Tomas pamiršo, kur padėjo savo akinius.	Tom forgot where he put his glasses.	akinius	6	akiniai	Ncmpan-
Tòmas susiriñko visùs sàvo dáiktus.	Tomas susirinko visus savo daiktus.	Tom gathered together all his belongings.	daiktus	4	daiktas	Ncmpan-
Àš gavaĩ peñkerius metùs kalė́jime.	Aš gavai penkerius metus kalėjime.	I got five years in prison.	metus	3	metai	Ncmpan-
Grį̃žkime į̃ sàvo vietàs.	Grįžkime į savo vietas.	Let's go back to our places.	vietas	3	vieta	Ncfpan-
Jiẽ pamir̃šo užrakìnti durìs.	Jie pamiršo užrakinti duris.	They forgot to lock the door.	duris	3	durys	Ncfpan-
Jìs mýli gyvūnùs.	Jis myli gyvūnus.	He loves animals.	gyvūnus	2	gyvūnas	Ncmpan-
Jìs nešiója ãkinius.	Jis nešioja akinius.	He is wearing glasses.	akinius	2	akiniai	Ncmpan-
Kókias knygàs Tòmas skaĩto?	Kokias knygas Tomas skaito?	What kind of books does Tom read?	knygas	1	knyga	Ncfpan-
Prãšome išvalýti pur̃vinas grindìs.	Prašome išvalyti purvinas grindis.	Please clean the dirty floor.	grindis	3	grindys	Ncfpan-
Tòmas diẽvina knygàs.	Tomas dievina knygas.	Tom loves books.	knygas	2	knyga	Ncfpan-
Vagìs įė̃jo į̃ namùs prõ šiàs durìs.	Vagis įėjo į namus pro šias duris.	The burglar came into the house through this door.	Vagis	0	vagis	Nccpan-
Vagìs įė̃jo į̃ namùs prõ šiàs durìs.	Vagis įėjo į namus pro šias duris.	The burglar came into the house through this door.	namus	3	namai	Ncmpan-
Vagìs įė̃jo į̃ namùs prõ šiàs durìs.	Vagis įėjo į namus pro šias duris.	The burglar came into the house through this door.	duris	6	durys	Ncfpan-
Ar̃ tùri gėrimùs bè alkohòlio?	Ar turi gėrimus be alkoholio?	Do you have drinks without alcohol?	gėrimus	2	gėrimas	Ncmpan-
Ar̃ tù žinaĩ kokiojè viẽtoje jìs galė́jo paslėptì sàvo pìnigus?	Ar tu žinai kokioje vietoje jis galėjo paslėpti savo pinigus?	Do you know where he could have hidden his money?	pinigus	9	pinigas	Ncmpan-
Àš daviaũ tą̃ užsãkymą priẽš šešiàs vãlandas.	Aš daviau tą užsakymą prieš šešias valandas.	I gave that order six hours ago.	valandas	6	valanda	Ncfpan-
Jì mòka trìs kalbàs.	Ji moka tris kalbas.	She can speak three languages.	kalbas	3	kalba	Ncfpan-
Jì tùri ilgùs pláukus.	Ji turi ilgus plaukus.	She has long hair.	plaukus	3	plaukas	Ncmpan-
Jì tùri labaĩ ilgùs pláukus.	Ji turi labai ilgus plaukus.	She has very long hair.	plaukus	4	plaukas	Ncmpan-
Kaĩ àš žiūriù į̃ šią̃ núotrauką, visadà galvóju apiẽ senùs laikùs.	Kai aš žiūriu į šią nuotrauką, visada galvoju apie senus laikus.	When I see this picture, I always think of the old days.	laikus	11	laikas	Ncmpan-
Marijà tùri ilgùs pláukus.	Marija turi ilgus plaukus.	Maria has long hair.	plaukus	3	plaukas	Ncmpan-
Neišeĩk dabar̃. Mẽs ruõšiamės válgyti pietùs.	Neišeik dabar. Mes ruošiamės valgyti pietus.	Don't go out now. We're about to have lunch.	pietus	6	pietūs	Ncmpan-
Visì jõs mokiniaĩ labaĩ mė́gsta skaitýti knygàs.	Visi jos mokiniai labai mėgsta skaityti knygas.	All her students really love to read books.	knygas	6	knyga	Ncfpan-
Àš atsakiaũ į̃ visùs Tòmo kláusimus.	Aš atsakiau į visus Tomo klausimus.	I answered all of Tom's questions.	klausimus	5	klausimas	Ncmpan-
Àš išléidau tìk trìs dólerius.	Aš išleidau tik tris dolerius.	I only spent three dollars.	dolerius	4	doleris	Ncmpan-
Àš mė́gstu keliáuti ir̃ lankýti naujàs vietàs.	Aš mėgstu keliauti ir lankyti naujas vietas.	I like to travel and visit new places.	vietas	6	vieta	Ncfpan-
Àš mė́gstu ledùs.	Aš mėgstu ledus.	I like ice cream.	ledus	2	ledas	Ncmpan-
Àš mókausi dù ùžsienio kalbàs.	Aš mokausi du užsienio kalbas.	I am learning two foreign languages.	kalbas	4	kalba	Ncfpan-
Atidarýk durìs ir̃ įléisk màno kãtę.	Atidaryk duris ir įleisk mano katę.	Open the door to let my cat in.	duris	1	durys	Ncfpan-
Jì atidãrė durìs.	Ji atidarė duris.	She opened the door.	duris	2	durys	Ncfpan-
Jì mė́gsta ledùs.	Ji mėgsta ledus.	She has liking for ice cream.	ledus	2	ledas	Ncmpan-
Jìs atidãrė automobìlio durìs.	Jis atidarė automobilio duris.	He opened the door of the car.	duris	3	durys	Ncfpan-
Kažkàs atidãrė durìs.	Kažkas atidarė duris.	Somebody opened the door.	duris	2	durys	Ncfpan-
Kókius ledùs tù mė́gsti?	Kokius ledus tu mėgsti?	What kind of ice cream do you like?	ledus	1	ledas	Ncmpan-
Kókius tyrimùs jū́sų organizãcija ãtlieka?	Kokius tyrimus jūsų organizacija atlieka?	What kind of research does the organization do?	tyrimus	1	tyrimas	Ncmpan-
Mẽs nórime žinóti faktùs.	Mes norime žinoti faktus.	We want to know the facts.	faktus	3	faktas	Ncmpan-
Nuléiskite sàvo ginklùs!	Nuleiskite savo ginklus!	Put down your weapons!	ginklus	2	ginklas	Ncmpan-
Priẽš dvejùs metùs àš visái negalė́jau žaistì krepšìnio.	Prieš dvejus metus aš visai negalėjau žaisti krepšinio.	Two years ago I could not play basketball at all.	metus	2	metai	Ncmpan-
Šìs tìltas bùvo pastatýtas priẽš dvejùs metùs.	Šis tiltas buvo pastatytas prieš dvejus metus.	This bridge was built two years ago.	metus	6	metai	Ncmpan-
Šiuõs váistus reĩkia vartóti trìs kartùs per̃ diẽną.	Šiuos vaistus reikia vartoti tris kartus per dieną.	These medicines should be taken three times a day.	vaistus	1	vaistas	Ncmpan-
Šiuõs váistus reĩkia vartóti trìs kartùs per̃ diẽną.	Šiuos vaistus reikia vartoti tris kartus per dieną.	These medicines should be taken three times a day.	kartus	5	kartas	Ncmpan-
Àš pažiūrė́jau jám į̃ akìs.	Aš pažiūrėjau jam į akis.	I looked him in the eyes.	akis	4	akis	Ncfpan-
Fìlmas trùko dvì vãlandas.	Filmas truko dvi valandas.	The film lasted 2 hours.	valandas	3	valanda	Ncfpan-
Jíems patiñka stebė́ti paukščiùs.	Jiems patinka stebėti paukščius.	They like to observe birds.	paukščius	3	paukštis	Ncmpan-
Jì prižiū̃ri màno vaikùs.	Ji prižiūri mano vaikus.	She takes care of my children.	vaikus	3	vaikas	Ncmpan-
Kãras trùko dvejùs metùs.	Karas truko dvejus metus.	The war lasted two years.	metus	3	metai	Ncmpan-
Lietùs trùko kẽturias dienàs.	Lietus truko keturias dienas.	The rain lasted four days.	dienas	3	diena	Ncfpan-
Lietùs trùko trìs dienàs.	Lietus truko tris dienas.	The rain lasted for three days.	dienas	3	diena	Ncfpan-
Prãšome atidarýti durìs ir̃ įleistì manè.	Prašome atidaryti duris ir įleisti mane.	Open the door and let me in, please.	duris	2	durys	Ncfpan-
Susitikìmas trùko dvì vãlandas.	Susitikimas truko dvi valandas.	The meeting lasted two hours.	valandas	3	valanda	Ncfpan-
Ar̃ jaũ atlikaĩ namų̃ dárbus?	Ar jau atlikai namų darbus?	Have you already done your homework?	darbus	4	darbas	Ncmpan-
Àš padariaũ tàs pačiàs klaidàs kaĩp ir̃ pràeitą kar̃tą.	Aš padariau tas pačias klaidas kaip ir praeitą kartą.	I've made the same mistakes as I made last time.	pačias	3	klaida	Ncfpan-
Jám patiñka skaitýti laĩkraščius.	Jam patinka skaityti laikraščius.	He likes to read newspapers.	laikraščius	3	laikraštis	Ncmpan-
Jìs grąžìno mán màno pìnigus.	Jis grąžino man mano pinigus.	He gave me back the money.	pinigus	4	pinigas	Ncmpan-
Jìs mė́gsta skaitýti laĩkraščius.	Jis mėgsta skaityti laikraščius.	He likes to read newspapers.	laikraščius	3	laikraštis	Ncmpan-
Mẽs palìkome durìs ãtviras.	Mes palikome duris atviras.	We left the door open.	duris	2	durys	Ncfpan-
Nusivil̃k rūbùs ir̃ gul̃kis añt lóvos!	Nusivilk rūbus ir gulkis ant lovos!	Take off your clothes and lie down on the bed!	rūbus	1	rūbas	Ncmpan-
Paũkščiai išskrìdo į̃ pietùs.	Paukščiai išskrido į pietus.	The birds flew to the south.	pietus	3	pietūs	Ncmpan-
Paũkštis tùri sparnùs.	Paukštis turi sparnus.	A bird has wings.	sparnus	2	sparnas	Ncmpan-
Pietùs kasdiẽn válgau vidùrdienį.	Pietus kasdien valgau vidurdienį.	I eat lunch every day at noon.	Pietus	0	pietūs	Ncmpan-
Ỹra áišku kàd jìs pàvogė pìnigus ìš seĩfo.	Yra aišku kad jis pavogė pinigus iš seifo.	It's clear that he stole money from the safe.	pinigus	5	pinigas	Ncmpan-
Àš padariaũ keliàs klaidàs per̃ egzãminą.	Aš padariau kelias klaidas per egzaminą.	I made several mistakes in the exam.	klaidas	3	klaida	Ncfpan-
Dúok mán kẽturias báltas lėkštès.	Duok man keturias baltas lėkštes.	Give me four white plates.	lėkštes	4	lėkštė	Ncfpan-
Jiẽ dìrba aštúonias vãlandas per̃ diẽną.	Jie dirba aštuonias valandas per dieną.	They work eight hours a day.	valandas	3	valanda	Ncfpan-
Jì parãšė knỹgą apiẽ žmónes jì aplañkė.	Ji parašė knygą apie žmones ji aplankė.	She wrote the book about people she visited.	žmones	4	žmogus	Ncmpan-
Jìs dìrba aštúonias vãlandas per̃ diẽną.	Jis dirba aštuonias valandas per dieną.	He works eight hours every day.	valandas	3	valanda	Ncfpan-
Jìs dìrba kiekvíeną diẽną põ aštúonias vãlandas.	Jis dirba kiekvieną dieną po aštuonias valandas.	He works eight hours every day.	valandas	6	valanda	Ncfpan-
Jìs mė́gsta válgyti salotàs sù mėsà.	Jis mėgsta valgyti salotas su mėsa.	He likes to eat salad with meat.	salotas	3	salotos	Ncfpan-
Jìs tùri dù automobiliùs.	Jis turi du automobilius.	He has two cars.	automobilius	3	automobilis	Ncmpan-
Jì užaugìno penkìs vaikùs.	Ji užaugino penkis vaikus.	She has brought up five children.	vaikus	3	vaikas	Ncmpan-
Kàs suválgė visùs sausainiùs?	Kas suvalgė visus sausainius?	Who ate all the cookies?	sausainius	3	sausainis	Ncmpan-
Màno tetà užaugìno penkìs vaikùs.	Mano teta užaugino penkis vaikus.	My aunt brought up five children.	vaikus	4	vaikas	Ncmpan-
Nupirkaũ dù bùtelius píeno.	Nupirkau du butelius pieno.	I bought two bottles of milk.	butelius	2	butelis	Ncmpan-
Padė́k pomidòrų salotàs į̃ šaldytùvą.	Padėk pomidorų salotas į šaldytuvą.	Put the tomato salad in the refrigerator.	salotas	2	salotos	Ncfpan-
Tòmas žìno vìską ką̃ tìk gãlima žinóti apiẽ automobiliùs.	Tomas žino viską ką tik galima žinoti apie automobilius.	Tom knows everything there is to know about cars.	apie	7	automobilis	Ncmpan-
Àš mė́gstu katès.	Aš mėgstu kates.	I love cats.	kates	2	katė	Ncfpan-
Àš negaliù prisimiñti kur̃ pàslėpiau sàvo pìnigus.	Aš negaliu prisiminti kur paslėpiau savo pinigus.	I can't remember where I hid my money.	pinigus	6	pinigas	Ncmpan-
Àš pradė́jau mókytis ánglų kalbõs priẽš šẽšerius metùs.	Aš pradėjau mokytis anglų kalbos prieš šešerius metus.	I started learning English six years ago.	metus	7	metai	Ncmpan-
Àš turiù dvì katès.	Aš turiu dvi kates.	I have two cats.	kates	3	katė	Ncfpan-
Džeĩnė mė́gsta katès labiaũ neĩ šunìs.	Džeinė mėgsta kates labiau nei šunis.	Jane likes dogs better than cats.	kates	2	katė	Ncfpan-
Džeĩnė mė́gsta katès labiaũ neĩ šunìs.	Džeinė mėgsta kates labiau nei šunis.	Jane likes dogs better than cats.	šunis	5	šuo	Ncmpan-
Ìš kõ tù išgirdaĩ šiàs naujíenas?	Iš ko tu išgirdai šias naujienas?	Who did you hear this news from?	naujienas	5	naujiena	Ncfpan-
Jì atvė́rė durìs.	Ji atvėrė duris.	She opened the door.	duris	2	durys	Ncfpan-
Jì dãro pačiùs geriáusius sumuštiniùs pasáulyje.	Ji daro pačius geriausius sumuštinius pasaulyje.	She makes the best sandwiches in the world.	sumuštinius	4	sumuštinis	Ncmpan-
Jiẽ jaũ tùri trìs katès, jíems dár vienà nėrà reikalìnga.	Jie jau turi tris kates, jiems dar viena nėra reikalinga.	They already have three cats, they don't need another one.	kates	4	katė	Ncfpan-
Jì mė́gsta šiàs katès.	Ji mėgsta šias kates.	She likes these cats.	kates	3	katė	Ncfpan-
Jìs atsakỹs ùž sàvo nusikaltimùs.	Jis atsakys už savo nusikaltimus.	He will answer for his crimes.	nusikaltimus	4	nusikaltimas	Ncmpan-
Jìs nóri vyktì į̃ Jungtinès Valstijàs.	Jis nori vykti į Jungtines Valstijas.	He wants to go to the United States.	Valstijas	5	valstija	Ncfpan-
Jìs palìko sàvo tėvùs kaĩ jám bùvo aštuonerì.	Jis paliko savo tėvus kai jam buvo aštuoneri.	He left his parents when he was eight years old.	tėvus	3	tėvai	Ncmpan-
Jìs tùri víeną šùnį ir̃ šešiàs katès.	Jis turi vieną šunį ir šešias kates.	He has one dog and six cats.	kates	6	katė	Ncfpan-
