Mū́sų mokyklà ỹra miẽsto centrè.	Mūsų mokykla yra miesto centre.	Our school is in the center of the town.	centre	4	centras	Ncmsln-
Palìk màno automobìlį ramýbėje.	Palik mano automobilį ramybėje.	Leave my car alone.	ramybėje	3	ramybė	Ncfsln-
Tù turė́tum laikýti omenỹ tą̃ ką̃ àš táu pasakiaũ.	Tu turėtum laikyti omeny tą ką aš tau pasakiau.	You should keep in mind what I told you.	omeny	3	omenis	Ncfsln-
Tàvo brólio šiañdien nebùvo mokỹkloje.	Tavo brolio šiandien nebuvo mokykloje.	Your brother wasn't at school today.	mokykloje	4	mokykla	Ncfsln-
Ar̃ àš turiù liktì ligóninėje?	Ar aš turiu likti ligoninėje?	Do I have to stay in the hospital?	ligoninėje	4	ligoninė	Ncfsln-
Jì dìrba ligóninėje.	Ji dirba ligoninėje.	She works for a hospital.	ligoninėje	2	ligoninė	Ncfsln-
Jiẽ sãko kàd jìs tuõ metù bùvo ligóninėje.	Jie sako kad jis tuo metu buvo ligoninėje.	They say that he was in the hospital at that time.	ligoninėje	7	ligoninė	Ncfsln-
Jìs turė́jo liktì lóvoje.	Jis turėjo likti lovoje.	He had to stay in bed.	lovoje	3	lova	Ncfsln-
Õ Dievè, àš negaliù šituõ patikė́ti.	O Dieve, aš negaliu šituo patikėti.	Oh my God, I can't believe this.	Dieve	1	dievas	Ncmsln-
Tòmas gìmė laivè.	Tomas gimė laive.	Tom was born on a ship.	laive	2	laivas	Ncmsln-
Ar̃ mokyklà ỹra šiojè ùpės pùsėje?	Ar mokykla yra šioje upės pusėje?	Is the school on this side of the river?	pusėje	5	pusė	Ncfsln-
Àš girdė́jau kàd jõ tė́vas ỹra kitojè šalyjè.	Aš girdėjau kad jo tėvas yra kitoje šalyje.	I hear that his father is in another country.	šalyje	7	šalis	Ncfsln-
Bū́k atsargùs kẽlyje namõ.	Būk atsargus kelyje namo.	Be careful on your way back home.	kelyje	2	kelias	Ncmsln-
Vãkar mū́sų namè bùvo kẽletas žmonių̃.	Vakar mūsų name buvo keletas žmonių.	There were some people at our house yesterday.	name	2	namas	Ncmsln-
Jõ kambaryjè ỹra daũg knỹgų.	Jo kambaryje yra daug knygų.	There are a lot of books in his room.	kambaryje	1	kambarys	Ncmsln-
Jì ỹra geriáusia sàvo klãsėje.	Ji yra geriausia savo klasėje.	She is the best in her class.	klasėje	4	klasė	Ncfsln-
Kíek žmonių̃ ỹra parduotùvėje?	Kiek žmonių yra parduotuvėje?	How many people are there in the store?	parduotuvėje	3	parduotuvė	Ncfsln-
Kurìs miẽstas ỹra tàvo mėgstamiáusias pasáulyje?	Kuris miestas yra tavo mėgstamiausias pasaulyje?	What's your favorite city in the world?	pasaulyje	5	pasaulis	Ncmsln-
Lóva ỹra kambaryjè.	Lova yra kambaryje.	The bed is in the room.	kambaryje	2	kambarys	Ncmsln-
Šiañdien rytè žiūrė́jau televìzorių.	Šiandien ryte žiūrėjau televizorių.	I watched TV this morning.	ryte	1	rytas	Ncmsln-
Taĩp išė̃jo kàd àš tuomèt buvaũ Lòndone.	Taip išėjo kad aš tuomet buvau Londone.	It happened that I was not in London at that time.	Londone	6	Londonas	Npmslng
Taĩp išė̃jo kàd àš tuõ metù buvaũ Lòndone.	Taip išėjo kad aš tuo metu buvau Londone.	It happened that I was not in London at that time.	Londone	7	Londonas	Npmslng
Tòmas bùvo vieniñtelis vaikìnas klãsėje.	Tomas buvo vienintelis vaikinas klasėje.	Tom was the only guy in the class.	klasėje	4	klasė	Ncfsln-
Màno arbãtoje nėrà cùkraus.	Mano arbatoje nėra cukraus.	There's no sugar in my tea.	arbatoje	1	arbata	Ncfsln-
Mẽs ẽsame karè.	Mes esame kare.	We are at war.	kare	2	karas	Ncmsln-
Pàts svarbiáusias dalỹkas gyvẽnime ỹra būtì savimì.	Pats svarbiausias dalykas gyvenime yra būti savimi.	The most important thing in life is to be yourself.	gyvenime	3	gyvenimas	Ncmsln-
Stotìs ỹra miẽsto centrè.	Stotis yra miesto centre.	The station is in the center of the city.	centre	3	centras	Ncmsln-
Tù esì màno širdyjè.	Tu esi mano širdyje.	You're in my heart.	širdyje	3	širdis	Ncfsln-
Ar̃ nóri būtì ãktorius fìlme?	Ar nori būti aktorius filme?	Do you want to be an actor in a movie?	filme	4	filmas	Ncmsln-
Àš esù Parỹžiuje.	Aš esu Paryžiuje.	I am in Paris.	Paryžiuje	2	Paryžius	Npmslng
Eĩkime pasikalbė́ti kitamè kambaryjè.	Eikime pasikalbėti kitame kambaryje.	Let's go talk in the other room.	kambaryje	3	kambarys	Ncmsln-
Kàs sė́di kitamè stãlo galè?	Kas sėdi kitame stalo gale?	Who is sitting at the other end of the table?	gale	4	galas	Ncmsln-
Kàs tàs výras kurìs sė́di kitamè stãlo galè?	Kas tas vyras kuris sėdi kitame stalo gale?	Who is the man sitting at the other end of the table?	gale	7	galas	Ncmsln-
Kodė̃l tù láikai juõs núotrauką sàvo knỹgoje?	Kodėl tu laikai juos nuotrauką savo knygoje?	Why do you keep a picture of her in your book?	knygoje	6	knyga	Ncfsln-
Màno tė́vas sugrį̃š kìto mė́nesio pradžiojè.	Mano tėvas sugrįš kito mėnesio pradžioje.	My father will be back at the beginning of next month.	pradžioje	5	pradžia	Ncfsln-
Mẽs ẽsame bùvę Parỹžiuje.	Mes esame buvę Paryžiuje.	We have been in Paris.	Paryžiuje	3	Paryžius	Npmslng
Nepamir̃šk atidarýti lángo sàvo kambaryjè.	Nepamiršk atidaryti lango savo kambaryje.	Don't forget to open the window in your room.	kambaryje	4	kambarys	Ncmsln-
Núotrauka ỹra šiojè knỹgoje.	Nuotrauka yra šioje knygoje.	The picture is in this book.	knygoje	3	knyga	Ncfsln-
Paródyk mán ką̃ tùri kišẽnėje.	Parodyk man ką turi kišenėje.	Show me what you have in your pocket.	kišenėje	4	kišenė	Ncfsln-
Sáugokis. Kẽlyje ỹra skylė̃.	Saugokis. Kelyje yra skylė.	Look out! There's a hole in the road.	Kelyje	2	kelias	Ncmsln-
Tàvo draũgas ỹra kitamè kambaryjè.	Tavo draugas yra kitame kambaryje.	Your friend's in the other room.	kambaryje	4	kambarys	Ncmsln-
Tàvo tė́vas bùvo Parỹžiuje, ar̃ nè?	Tavo tėvas buvo Paryžiuje, ar ne?	Your father has been in Paris, hasn't he?	Paryžiuje	3	Paryžius	Npmslng
Tòmas ỹra geriáusias žaidė́jas komándoje.	Tomas yra geriausias žaidėjas komandoje.	Tom is the best player on the team.	komandoje	4	komanda	Ncfsln-
Visamè pasáulyje bùvo taikà.	Visame pasaulyje buvo taika.	There was peace all over the world.	pasaulyje	1	pasaulis	Ncmsln-
Ar̃ gãli ateitì sekmãdienį vakarè?	Ar gali ateiti sekmadienį vakare?	Can you come on Sunday evening?	vakare	4	vakaras	Ncmsln-
Ar̃ jì dìrba virtùvėje?	Ar ji dirba virtuvėje?	Does she work in the kitchen?	virtuvėje	3	virtuvė	Ncfsln-
Àš maniaũ kàd virtùvėje niẽko nebùvo.	Aš maniau kad virtuvėje nieko nebuvo.	I thought there was nobody in the kitchen.	virtuvėje	3	virtuvė	Ncfsln-
Àš miegù sàvo kambaryjè.	Aš miegu savo kambaryje.	I sleep in my room.	kambaryje	3	kambarys	Ncmsln-
Àš nebuvaũ paténkintas gyvẽnimu Parỹžiuje.	Aš nebuvau patenkintas gyvenimu Paryžiuje.	I was not satisfied with life in Paris.	Paryžiuje	4	Paryžius	Npmslng
Àš niekadà nesitikė́jau sutiktì ją̃ tokiojè viẽtoje.	Aš niekada nesitikėjau sutikti ją tokioje vietoje.	I never expected to meet her in a place like that.	vietoje	6	vieta	Ncfsln-
Àš visadà norė́jau gyvénti tokiojè viẽtoje.	Aš visada norėjau gyventi tokioje vietoje.	I've always wanted to live in a place like this.	vietoje	5	vieta	Ncfsln-
Jiẽ ỹra virtùvėje.	Jie yra virtuvėje.	They are in the kitchen.	virtuvėje	2	virtuvė	Ncfsln-
Jìs ỹra kažkur̃ párke.	Jis yra kažkur parke.	He's somewhere in the park.	parke	3	parkas	Ncmsln-
Màno sesuõ gamìna maĩstą virtùvėje.	Mano sesuo gamina maistą virtuvėje.	My sister is cooking in the kitchen.	virtuvėje	4	virtuvė	Ncfsln-
Mū́sų katė̃ ỹra virtùvėje.	Mūsų katė yra virtuvėje.	Our cat is in the kitchen.	virtuvėje	3	virtuvė	Ncfsln-
Niekadà nežinaĩ, kàs atsitìks ateityjè.	Niekada nežinai, kas atsitiks ateityje.	You never can tell what'll happen in the future.	ateityje	5	ateitis	Ncfsln-
Šiamè kambaryjè negãlima rūkýti.	Šiame kambaryje negalima rūkyti.	Smoking is not allowed in this room.	kambaryje	1	kambarys	Ncmsln-
Tòmas kažką̃ tùri sàvo rañkoje.	Tomas kažką turi savo rankoje.	Tom has something in his hand.	rankoje	4	ranka	Ncfsln-
Tòmas mė́gsta vakarè žiūrė́ti televìziją.	Tomas mėgsta vakare žiūrėti televiziją.	Tom likes watching TV in the evening.	vakare	2	vakaras	Ncmsln-
Tù esì pàts svarbiáusias asmuõ màno gyvẽnime.	Tu esi pats svarbiausias asmuo mano gyvenime.	You're the most important person in my life.	gyvenime	6	gyvenimas	Ncmsln-
Virtùvėje ỹra katė̃.	Virtuvėje yra katė.	There is a cat in the kitchen.	Virtuvėje	0	virtuvė	Ncfsln-
Visì màno šeimojè ỹra laimìngi.	Visi mano šeimoje yra laimingi.	Everyone in my family is happy.	šeimoje	2	šeima	Ncfsln-
Žiūrė́k! Virtùvėje ỹra katė̃.	Žiūrėk! Virtuvėje yra katė.	Look! There's a cat in the kitchen.	Virtuvėje	2	virtuvė	Ncfsln-
Ar̃ rimtaĩ galvóji pirktì kompiùterį šiojè parduotùvėje?	Ar rimtai galvoji pirkti kompiuterį šioje parduotuvėje?	Are you seriously thinking about buying a computer from that store?	parduotuvėje	6	parduotuvė	Ncfsln-
Ar̃ tù sakaĩ kàd màno gyvýbė ỹra pavõjuje?	Ar tu sakai kad mano gyvybė yra pavojuje?	Are you saying that my life is in danger?	pavojuje	7	pavojus	Ncmsln-
Àš buvaũ voniojè.	Aš buvau vonioje.	I was in the bath.	vonioje	2	vonia	Ncfsln-
Àš galvójau, kàd Tòmas bùvo pavõjuje.	Aš galvojau, kad Tomas buvo pavojuje.	I thought Tom was in danger.	pavojuje	6	pavojus	Ncmsln-
Àš maniaũ, kàd Tòmas bùvo pavõjuje.	Aš maniau, kad Tomas buvo pavojuje.	I thought Tom was in danger.	pavojuje	6	pavojus	Ncmsln-
Jì šiuõ metù ỹra pavõjuje.	Ji šiuo metu yra pavojuje.	She is currently in danger.	pavojuje	4	pavojus	Ncmsln-
Jìs mė́gsta dirbtì sodè.	Jis mėgsta dirbti sode.	He likes to work in the garden.	sode	3	sodas	Ncmsln-
Jų̃ dukrà mókosi tojè mokỹkloje.	Jų dukra mokosi toje mokykloje.	Their daughter studies in that school.	mokykloje	4	mokykla	Ncfsln-
Kur̃ ỹra gražiáusia vietà pasáulyje?	Kur yra gražiausia vieta pasaulyje?	Where is the most beautiful place in the world?	pasaulyje	4	pasaulis	Ncmsln-
Màno dukrà mókosi tojè mokỹkloje.	Mano dukra mokosi toje mokykloje.	My daughter studies in that school.	mokykloje	4	mokykla	Ncfsln-
Pasáulyje ỹra daugiaũ neĩ keturì tū́kstančiai kalbų̃.	Pasaulyje yra daugiau nei keturi tūkstančiai kalbų.	There are more than 4,000 languages in the world.	Pasaulyje	0	pasaulis	Ncmsln-
Pasáulyje ỹra daugiaũ neĩ septynì tū́kstančiai kalbų̃.	Pasaulyje yra daugiau nei septyni tūkstančiai kalbų.	There are more than seven thousand languages in the world.	Pasaulyje	0	pasaulis	Ncmsln-
Polìcija bùvo į́vykio viẽtoje.	Policija buvo įvykio vietoje.	The police were on the scene of the accident.	vietoje	3	vieta	Ncfsln-
Tù esì pavõjuje.	Tu esi pavojuje.	You're in danger.	pavojuje	2	pavojus	Ncmsln-
Vandẽnyje ỹra kraũjo.	Vandenyje yra kraujo.	There's blood in the water.	Vandenyje	0	vanduo	Ncmsln-
Ar̃ jū́sų kambaryjè ỹra stãlas?	Ar jūsų kambaryje yra stalas?	Do you have a table in your room?	kambaryje	2	kambarys	Ncmsln-
Bažnýčia ỹra kitõj gãtvės pùsėj.	Bažnyčia yra kitoj gatvės pusėj.	The church is on the other side of the street.	pusėj	4	pusė	Ncfsln-
Jiẽ sė́di virtùvėje ir̃ gẽria arbãtą.	Jie sėdi virtuvėje ir geria arbatą.	They are sitting in the kitchen and drinking tea.	virtuvėje	2	virtuvė	Ncfsln-
Jì nekeñčia kéltis ankstì rytè.	Ji nekenčia keltis anksti ryte.	She hates getting up early in the morning.	ryte	4	rytas	Ncmsln-
Jì niekadà nesimókė mokỹkloje.	Ji niekada nesimokė mokykloje.	They never studied in school.	mokykloje	3	mokykla	Ncfsln-
Jì sė́di virtùvėje ir̃ gẽria arbãtą.	Ji sėdi virtuvėje ir geria arbatą.	She's sitting in the kitchen and drinking tea.	virtuvėje	2	virtuvė	Ncfsln-
Láukiau jõ stotyjè vãlandą laĩko, bèt jìs nepasiródė.	Laukiau jo stotyje valandą laiko, bet jis nepasirodė.	I waited for him at the station for an hour, but he didn't show up.	stotyje	2	stotis	Ncfsln-
Màno kambaryjè ỹra labaĩ šil̃ta.	Mano kambaryje yra labai šilta.	It's very warm in my room.	kambaryje	1	kambarys	Ncmsln-
Nãmo vidujè bùvo malonù ir̃ šil̃ta.	Namo viduje buvo malonu ir šilta.	It was nice and warm inside the house.	viduje	1	vidus	Ncmsln-
Prašaũ laikýkite omenỹ tą̃ ką̃ àš pasakiaũ.	Prašau laikykite omeny tą ką aš pasakiau.	Please bear in mind what I said.	omeny	2	omenis	Ncfsln-
Ar̃ tù pamiršaĩ sàvo ginklùs automobìlyje?	Ar tu pamiršai savo ginklus automobilyje?	Did you forget your weapons in the car?	automobilyje	5	automobilis	Ncmsln-
Àš dìrbu bánke.	Aš dirbu banke.	I work in a bank.	banke	2	bankas	Ncmsln-
Àš susipažinaũ sù jà Prancūzìjoje.	Aš susipažinau su ja Prancūzijoje.	I got acquainted with her in France.	Prancūzijoje	4	Prancūzija	Npfslng
Jì dìrba bánke.	Ji dirba banke.	She works at a bank.	banke	2	bankas	Ncmsln-
Jìs dìrba bánke.	Jis dirba banke.	He works at a bank.	banke	2	bankas	Ncmsln-
Jìs gìmė Ãfrikoje.	Jis gimė Afrikoje.	He was born in Africa.	Afrikoje	2	Afrika	Npfslng
Jõ pinigaĩ ỹra bánke.	Jo pinigai yra banke.	His money is in the bank.	banke	3	bankas	Ncmsln-
Jū́roje ỹra salõs.	Jūroje yra salos.	There are islands in the sea.	Jūroje	0	jūra	Ncfsln-
Ką̃ tù darýtum, jéi bū́tum jõ viẽtoje?	Ką tu darytum, jei būtum jo vietoje?	What would you do in his position?	vietoje	7	vieta	Ncfsln-
Kodė̃l Tòmo nėrà mašìnoje?	Kodėl Tomo nėra mašinoje?	Why isn't Tom in the car?	mašinoje	3	mašina	Ncfsln-
Labaĩ mažaĩ žmonių̃ pastebė́jo, kàd jõs nebùvo vakarė̃lyje.	Labai mažai žmonių pastebėjo, kad jos nebuvo vakarėlyje.	Few people noticed her absence from the party.	vakarėlyje	8	vakarėlis	Ncmsln-
Mẽs visì ẽsame tojè pačiojè situãcijoje.	Mes visi esame toje pačioje situacijoje.	We are all in the same situation.	pačioje	4	situacija	Ncfsln-
Mū́sų gãtvėje gyvẽna daũg įvairių̃ žmonių̃.	Mūsų gatvėje gyvena daug įvairių žmonių.	Many kinds of people live on our street.	gatvėje	1	gatvė	Ncfsln-
Niekadà nebuvaũ Euròpoje.	Niekada nebuvau Europoje.	I've never been to Europe.	Europoje	2	Europa	Npfslng
Salõs ỹra jū́roje.	Salos yra jūroje.	There are islands in the sea.	jūroje	2	jūra	Ncfsln-
Tàs mokinỹs gyvẽna tamè kambaryjè.	Tas mokinys gyvena tame kambaryje.	That student lives in that room.	kambaryje	4	kambarys	Ncmsln-
Tòmas ỹra geriáusias mokinỹs mū́sų klãsėje.	Tomas yra geriausias mokinys mūsų klasėje.	Tom is the best student in our class.	klasėje	5	klasė	Ncfsln-
Àš gavaĩ peñkerius metùs kalė́jime.	Aš gavai penkerius metus kalėjime.	I got five years in prison.	kalėjime	4	kalėjimas	Ncmsln-
Àš jái papãsakojau ką̃ jìs dãrė jõs kambaryjè.	Aš jai papasakojau ką jis darė jos kambaryje.	I told her what he was doing in her room.	kambaryje	7	kambarys	Ncmsln-
Jìs mìrė mū̃šyje.	Jis mirė mūšyje.	He died in battle.	mūšyje	2	mūšis	Ncmsln-
Jìs tùri dė̃dę kurìs dìrba bánke.	Jis turi dėdę kuris dirba banke.	He's got an uncle who works in a bank.	banke	5	bankas	Ncmsln-
Mẽs čià atvỹkome šẽštą vãkar vakarè.	Mes čia atvykome šeštą vakar vakare.	We arrived here at six yesterday evening.	vakare	5	vakaras	Ncmsln-
Ar̃ tù žinaĩ kokiojè viẽtoje jìs galė́jo paslėptì sàvo pìnigus?	Ar tu žinai kokioje vietoje jis galėjo paslėpti savo pinigus?	Do you know where he could have hidden his money?	vietoje	4	vieta	Ncfsln-
Àš nóriu dirbtì kompãnijoje.	Aš noriu dirbti kompanijoje.	I want to work in a company.	kompanijoje	3	kompanija	Ncfsln-
Gyvẽnimas káime nè visadà bū̃na ramùs.	Gyvenimas kaime ne visada būna ramus.	Life in the country is not always tranquil.	kaime	1	kaimas	Ncmsln-
Jéi tù tìk žinótum kokiojè àš situãcijoje.	Jei tu tik žinotum kokioje aš situacijoje.	If you only knew what kind of a situation I am in.	situacijoje	6	situacija	Ncfsln-
Jiẽ gyvẽno káime kãro metù.	Jie gyveno kaime karo metu.	They lived in the countryside during the war.	kaime	2	kaimas	Ncmsln-
Jì gyvẽna káime.	Ji gyvena kaime.	She lives in the village.	kaime	2	kaimas	Ncmsln-
Jì pradiñgo tamsojè.	Ji pradingo tamsoje.	She disappeared in the dark.	tamsoje	2	tamsa	Ncfsln-
Mán nepatiñka gyvénti káime.	Man nepatinka gyventi kaime.	I don't like living in the country.	kaime	3	kaimas	Ncmsln-
Mokiniaĩ mókosi mokỹkloje.	Mokiniai mokosi mokykloje.	Students study in school.	mokykloje	2	mokykla	Ncfsln-
Neléisk šùniui miegóti mū́sų lóvoje.	Neleisk šuniui miegoti mūsų lovoje.	Don't let the dog sleep in our bed.	lovoje	4	lova	Ncfsln-
Nusipirkaũ skrýbėlę šiojè parduotùvėje.	Nusipirkau skrybėlę šioje parduotuvėje.	I bought a hat at the store.	parduotuvėje	3	parduotuvė	Ncfsln-
Susìtariau susitìkti sù jà peñktą vãlandą stotyjè.	Susitariau susitikti su ja penktą valandą stotyje.	I arranged a meeting on the train station with her at five o'clock	stotyje	6	stotis	Ncfsln-
Norė́čiau taptì arbà daktarè, arbà seselè, arbà mókytoja.	Norėčiau tapti arba daktare, arba sesele, arba mokytoja.	I want to be a doctor or a nurse or a teacher.	daktare	3	daktaras	Ncmsln-
Palìk manè ramýbėje, arbà iškviẽsiu polìciją!	Palik mane ramybėje, arba iškviesiu policiją!	Leave me alone or I'll call the police.	ramybėje	2	ramybė	Ncfsln-
Pasáulyje daũg žmonių̃ ỹra alkanì.	Pasaulyje daug žmonių yra alkani.	Many people in the world are hungry.	Pasaulyje	0	pasaulis	Ncmsln-
Tòmas tùri tẽtą kurì ỹra kalė́jime.	Tomas turi tetą kuri yra kalėjime.	Tom has an aunt who is in prison.	kalėjime	5	kalėjimas	Ncmsln-
Tòmas žìno, kàs ỹra Mãry.	Tomas žino, kas yra Mary.	Tom knows who Mary is.	Mary	5	Maris	Npmslnf
Vãkar vakarè àš gė́riau ãlų.	Vakar vakare aš gėriau alų.	I drank beer last night.	vakare	1	vakaras	Ncmsln-
Ar̃ jiẽ vãkar bùvo bibliotèkoje?	Ar jie vakar buvo bibliotekoje?	Were they in the library yesterday?	bibliotekoje	4	biblioteka	Ncfsln-
Àš buvaũ bibliotèkoje.	Aš buvau bibliotekoje.	I was at the library.	bibliotekoje	2	biblioteka	Ncfsln-
Àš pamačiaũ šviẽsą tùnelio galè.	Aš pamačiau šviesą tunelio gale.	I saw a light at the end of the tunnel.	gale	4	galas	Ncmsln-
Jõ mamà neprisìmena ką̃ jì rãdo tamè kambaryjè.	Jo mama neprisimena ką ji rado tame kambaryje.	His mum doesn't remember what she found in that room.	kambaryje	7	kambarys	Ncmsln-
Kaĩp tù galvóji, kodė̃l Tòmui labiaũ patiñka gyvénti káime?	Kaip tu galvoji, kodėl Tomui labiau patinka gyventi kaime?	Why do you think Tom prefers living in the country?	kaime	9	kaimas	Ncmsln-
Kokiamè namè Tòmas gyvẽna?	Kokiame name Tomas gyvena?	What kind of house does Tom live in?	name	1	namas	Ncmsln-
Kokiamè namè tù gyvenì?	Kokiame name tu gyveni?	What kind of house do you live in?	name	1	namas	Ncmsln-
Kokių̃ dalỹkų mókaisi mokỹkloje?	Kokių dalykų mokaisi mokykloje?	What subjects do you study at school?	mokykloje	3	mokykla	Ncfsln-
Liùsė turė́tų dabar̃ būtì virtùvėje.	Liusė turėtų dabar būti virtuvėje.	Lucy should be in the kitchen now.	virtuvėje	4	virtuvė	Ncfsln-
Nežaĩsk beĩsbolo párke.	Nežaisk beisbolo parke.	Don't play baseball in the park.	parke	2	parkas	Ncmsln-
Àš turiù kẽletą draugų̃ Bòstone.	Aš turiu keletą draugų Bostone.	I have several friends in Boston.	Bostone	4	Bostonas	Npmslng
Džònas ỹra prancū̃zų literatū̃ros profèsorius Òksfordo Universitetè.	Džonas yra prancūzų literatūros profesorius Oksfordo Universitete.	John is professor of French literature at Oxford and his wife is French.	Universitete	6	universitetas	Ncmsln-
Jiẽ sėdė́jo añt sòfos mū́sų svetaĩnėje.	Jie sėdėjo ant sofos mūsų svetainėje.	They were sitting on the sofa in our living room.	svetainėje	5	svetainė	Ncfsln-
Jìs lìko lóvoje todė̃l kàd jìs jaũtėsi nekaĩp.	Jis liko lovoje todėl kad jis jautėsi nekaip.	He stayed in bed because he wasn't feeling well.	lovoje	2	lova	Ncfsln-
Kaĩp tù susipažinaĩ sù Merè?	Kaip tu susipažinai su Mere?	How did you get to know Mary?	Mere	4	meras	Ncmsln-
Prancūzijà ỹra Vakarų̃ Euròpoje.	Prancūzija yra Vakarų Europoje.	France is in Western Europe.	Europoje	3	Europa	Npfslng
Šiojè šalyjè vidutìnis vaikų̃ skaĩčius šeĩmai nukrìto nuõ dviejų̃ ikì víeno sù pusè.	Šioje šalyje vidutinis vaikų skaičius šeimai nukrito nuo dviejų iki vieno su puse.	In this country the average number of children per family fell from 2 to 1.5.	šalyje	1	šalis	Ncfsln-
Tòmas dabar̃ gyvẽna Bòstone.	Tomas dabar gyvena Bostone.	Tom now lives in Boston.	Bostone	3	bostonas	Ncmsln-
Viẽtoje bùvo dẽšimt polìcininkų.	Vietoje buvo dešimt policininkų.	There were ten police officers on the spot.	Vietoje	0	vieta	Ncfsln-
Ar̃ šiamè viẽšbutyje ỹra tèniso kòrtas?	Ar šiame viešbutyje yra teniso kortas?	Do you have a tennis court in this hotel?	viešbutyje	2	viešbutis	Ncmsln-
Àš gimiaũ Kìnijoje.	Aš gimiau Kinijoje.	I was born in China.	Kinijoje	2	Kinija	Npfslng
Àš gyvenù mažamè miestè.	Aš gyvenu mažame mieste.	I live in a small town.	mieste	3	miestas	Ncmsln-
Àš pasiklýdau miškè.	Aš pasiklydau miške.	I got lost in the forest.	miške	2	miškas	Ncmsln-
