Àš visái neturiù pinigų̃.	Aš visai neturiu pinigų.	I don't have any money.
Jìs nóri dár kar̃tą mùs pamatýti.	Jis nori dar kartą mus pamatyti.	He wants to see us again.
Jìs tùri šíek tíek pinigų̃.	Jis turi šiek tiek pinigų.	He has a little money.
Màno draũgas čià ỹra.	Mano draugas čia yra.	My friend is here.
Neturiù laĩko.	Neturiu laiko.	I didn't have time.
Tàvo draũgas čià ỹra.	Tavo draugas čia yra.	Your friend is here.
Vìsiškai neturiù pinigų̃.	Visiškai neturiu pinigų.	I don't have any money.
Ar̃ taĩ ỹra tìkra tiesà?	Ar tai yra tikra tiesa?	Is this the real truth?
Ar̃ táu reĩkia mū́sų pagálbos?	Ar tau reikia mūsų pagalbos?	Do you require our help?
Àš esù móteris.	Aš esu moteris.	I'm a woman.
Àš niẽko nežinaũ apiẽ móteris.	Aš nieko nežinau apie moteris.	I know nothing about women.
Àš nóriu būtì vaĩkas.	Aš noriu būti vaikas.	I want to be a child.
Àš sakaũ táu tiẽsą.	Aš sakau tau tiesą.	I tell you the truth.
Àš tikiúosi tàvo pagálbos.	Aš tikiuosi tavo pagalbos.	I expect your help.
Jíems reĩkia pagálbos.	Jiems reikia pagalbos.	They need help.
Jíems reĩkia tàvo pagálbos.	Jiems reikia tavo pagalbos.	They need your help.
Jì màno žmonà.	Ji mano žmona.	She's my wife.
Jìs mán vãkar pasãkė tiẽsą.	Jis man vakar pasakė tiesą.	Yesterday, he told me the truth.
Jìs pasãkė tiẽsą.	Jis pasakė tiesą.	He told the truth.
Jì ỹra màno žmóna.	Ji yra mano žmona.	She's my wife.
Kaĩ kuriẽ ìš jų̃ ỹra màno draugaĩ.	Kai kurie iš jų yra mano draugai.	Some of them are my friends.
Kažkàs pasãkė jái vìsą tiẽsą.	Kažkas pasakė jai visą tiesą.	Somebody told her the whole truth.
Kur̃ ỹra màno sū́nus?	Kur yra mano sūnus?	Where is my son?
Mán reĩkia tàvo pagálbos.	Man reikia tavo pagalbos.	I need your help.
Mán tikraĩ nereĩkia pagálbos.	Man tikrai nereikia pagalbos.	I really don't need help.
Móteris nóri žinóti tiẽsą.	Moteris nori žinoti tiesą.	The woman wants to know the truth.
Nèt vaĩkas gãli tą̃ padarýti.	Net vaikas gali tą padaryti.	Even a child can do it.
Tàs žmogùs nenóri niẽko darýti.	Tas žmogus nenori nieko daryti.	That person doesn't want to do anything.
Turiù dù sū́nus.	Turiu du sūnus.	I have two sons.
Turiù rytój pasakýti jái tiẽsą.	Turiu rytoj pasakyti jai tiesą.	I have to tell her the truth tomorrow.
Výras nóri žinóti tiẽsą.	Vyras nori žinoti tiesą.	The man wants to know the truth.
Ar̃ àš galiù grįžtì priẽ dárbo?	Ar aš galiu grįžti prie darbo?	Can I get back to work?
Ar̃ jū̃s nórite dárbo?	Ar jūs norite darbo?	Do you want a job?
Bèt jám reikė́jo dárbo.	Bet jam reikėjo darbo.	But he needed a job.
Dievè, padė́k mán!	Dieve, padėk man!	My God, help me!
Lìko tìk vienà dienà, patiñka taĩ mùms ar̃ nè.	Liko tik viena diena, patinka tai mums ar ne.	There is only one day left, whether we like it or not.
Vìsą gyvẽnimą výrai ỹra vaikaĩ.	Visą gyvenimą vyrai yra vaikai.	Men are children their whole life.
Ỹra víenas kẽlias.	Yra vienas kelias.	There is one way.
Àš galiù kalbė́ti jū́sų kalbà.	Aš galiu kalbėti jūsų kalba.	I can speak your language.
Diẽvas ỹra visadà teisùs.	Dievas yra visada teisus.	God is always right.
Kaĩp jùms sẽkasi, panelè?	Kaip jums sekasi, panele?	How are you doing, miss?
Kur̃ tù mateĩ tàs móteris?	Kur tu matei tas moteris?	Where did you see those women?
Màno draũgas ỹra šalià manę̃s.	Mano draugas yra šalia manęs.	My friend is beside me.
Mẽs abù ẽsame draugaĩ.	Mes abu esame draugai.	We both are friends.
Šį̃ kar̃tą turė́tum tą̃ padarýti pàts.	Šį kartą turėtum tą padaryti pats.	This time you should do it by yourself.
Vaikìnai, mán reĩkia eitì.	Vaikinai, man reikia eiti.	Guys, I gotta go.
Žiūrė́k mán į̃ akìs.	Žiūrėk man į akis.	Look into my eyes.
Àš esù tàvo brólis.	Aš esu tavo brolis.	I'm your brother.
Àš galiù gyvénti bè vandeñs.	Aš galiu gyventi be vandens.	I can live without water.
Àš mačiaũ ją̃ priẽš saváitę.	Aš mačiau ją prieš savaitę.	I saw her a week ago.
Àš neturiù šeimõs.	Aš neturiu šeimos.	I have no family.
Àš nežinaũ kẽlio nãmo.	Aš nežinau kelio namo.	I don't know the way home.
Jìs màno geriáusias draũgas.	Jis mano geriausias draugas.	He is my best friend.
Jìs ỹra màno brólis.	Jis yra mano brolis.	He is my brother.
Jū̃s ẽsate màno tė́vas.	Jūs esate mano tėvas.	You are my father.
Mẽtas eitì.	Metas eiti.	It's time to go.
Šìs výras ỹra gývas.	Šis vyras yra gyvas.	This man is alive.
Šiuõ metù jõ čià nėrà.	Šiuo metu jo čia nėra.	He's not here right now.
Šiuõ metù niẽko negaliù pasakýti.	Šiuo metu nieko negaliu pasakyti.	I can't say anything at this time.
Taĩ ỹra geriáusias dalỹkas pasáulyje.	Tai yra geriausias dalykas pasaulyje.	This is the best thing on earth.
Tù esì gražì merginà.	Tu esi graži mergina.	You're a beautiful girl.
Visadà sakýk tiẽsą.	Visada sakyk tiesą.	Always tell the truth.
Ar̃ jùms nepatiñka mergìnos?	Ar jums nepatinka merginos?	Don't you like girls?
Ar̃ táu nepatiñka mergìnos?	Ar tau nepatinka merginos?	Don't you like girls?
Àš esù dìdelis vaĩkas.	Aš esu didelis vaikas.	I'm a big child.
Àš manaũ, kàd ỹra svarbù pasakýti tiẽsą.	Aš manau, kad yra svarbu pasakyti tiesą.	I think it's important to tell the truth.
Àš nesù tàvo mótina.	Aš nesu tavo motina.	I'm not your mother.
Àš nežinaũ, kàs ỹra màno mótina.	Aš nežinau, kas yra mano motina.	I don't know who my mother is.
Àš nóriu mergìnos.	Aš noriu merginos.	I want a girlfriend.
Àš turiù pakañkamai pinigų̃.	Aš turiu pakankamai pinigų.	I have enough money.
Galbū́t taĩ ką̃ tù pasakeĩ ỹra tiesà.	Galbūt tai ką tu pasakei yra tiesa.	Maybe what you said is true.
Jìs bùvo puikùs žmogùs.	Jis buvo puikus žmogus.	He was a wonderful man.
Kàd ir̃ kaĩp bū́tų, taĩ nè tàvo reĩkalas.	Kad ir kaip būtų, tai ne tavo reikalas.	In any case, it's none of your business.
Mẽs tùrime pakañkamai vandeñs.	Mes turime pakankamai vandens.	We have enough water.
Tà merginà apiẽ kurią̃ àš táu sakiaũ gyvẽna čià.	Ta mergina apie kurią aš tau sakiau gyvena čia.	The girl I told you about lives here.
Tàs vyrùkas ỹra màno draũgas.	Tas vyrukas yra mano draugas.	That guy's a friend of mine.
Tù esì puikùs vaikìnas.	Tu esi puikus vaikinas.	You're a wonderful guy.
Výrai turė́tų dirbtì.	Vyrai turėtų dirbti.	Men should work.
Žmónės turė́tų dirbtì.	Žmonės turėtų dirbti.	People ought to work.
Ar̃gi nè laĩkas jaũ eitì namõ?	Argi ne laikas jau eiti namo?	Isn't it about time to go home?
Ar̃gi nè tiesà kàd tù tùri giñklą?	Argi ne tiesa kad tu turi ginklą?	Isn't it true that you own a gun?
Ar̃ žinaĩ kẽlią?	Ar žinai kelią?	Do you know the way?
Ar̃ žìnote kẽlią?	Ar žinote kelią?	Do you know the way?
Àš nenorė́jau pinigų̃.	Aš nenorėjau pinigų.	I didn't want the money.
Àš turiù laĩko, taĩgi àš tą̃ padarýsiu.	Aš turiu laiko, taigi aš tą padarysiu.	I have time, so I'll do it.
Àš turiù trìs vaikùs.	Aš turiu tris vaikus.	I have three children.
Berniùkas nóri žinóti tiẽsą.	Berniukas nori žinoti tiesą.	The boy wants to know the truth.
Gyvénti bè óro ỹra neįmãnoma.	Gyventi be oro yra neįmanoma.	To live without air is impossible.
Jì negãli suprastì kitų̃ žmonių̃.	Ji negali suprasti kitų žmonių.	She can't understand other people.
Kàs ỹra svarbiáusia gyvẽnime?	Kas yra svarbiausia gyvenime?	What's the most important in life?
Kìtą kar̃tą, àš padarýsiu tą̃ patì.	Kitą kartą, aš padarysiu tą pati.	Next time, I'll do it myself.
Kìtą kar̃tą, àš padarýsiu tą̃ pàts.	Kitą kartą, aš padarysiu tą pats.	Next time, I'll do it myself.
Kókios jùms reĩkia pagálbos?	Kokios jums reikia pagalbos?	What kind of help do you need?
Kokiõs pagálbos táu reĩkia?	Kokios pagalbos tau reikia?	What kind of help do you need?
Kokiõs táu reĩkia pagálbos?	Kokios tau reikia pagalbos?	What kind of help do you need?
Kurì kománda ỹra mū́sų?	Kuri komanda yra mūsų?	Which team is ours?
Šìs berniùkas ỹra jõ brólis.	Šis berniukas yra jo brolis.	This boy is his brother.
Taĩ bùvo geriáusia màno gyvẽnimo dienà.	Tai buvo geriausia mano gyvenimo diena.	That was the best day of my life.
Tàs berniùkas ỹra jõ brólis.	Tas berniukas yra jo brolis.	That boy is his brother.
Abù jõs sūnùs mìrė kãro metù.	Abu jos sūnus mirė karo metu.	Both of her sons died during the war.
Ar̃ kàs nórs žìno kíek dabar̃ valandų̃?	Ar kas nors žino kiek dabar valandų?	Does anybody know what hour it is?
Ar̃ nežinaĩ kẽlio?	Ar nežinai kelio?	Do you know the way?
Ar̃ norė́tum turė́ti daũg pinigų̃?	Ar norėtum turėti daug pinigų?	Would you like to have lots of money?
Àš neturiù maĩsto.	Aš neturiu maisto.	I have no food.
Àš prisíekiu, Džònai.	Aš prisiekiu, Džonai.	I swear, John.
Àš tą̃ daraũ bè jokių̃ problèmų.	Aš tą darau be jokių problemų.	I do it without any problems.
Àš žinaũ jõ var̃dą.	Aš žinau jo vardą.	I know what his name is.
Atsiprašaũ, kíek dabar̃ valandų̃?	Atsiprašau, kiek dabar valandų?	Excuse me, what time is it?
Bū́tų nuostabù jéi mẽs galė́tume susitìkti dár kar̃tą.	Būtų nuostabu jei mes galėtume susitikti dar kartą.	It would be great if we could meet again.
Gyvẽnimas ỹra gražùs.	Gyvenimas yra gražus.	Life is beautiful.
Jì dìrba vìsą nãktį.	Ji dirba visą naktį.	She works all night.
Jì palìko sàvo vaikùs.	Ji paliko savo vaikus.	She left her children.
Jìs nebùvo tóks gražùs kaĩp jì mán sãkė.	Jis nebuvo toks gražus kaip ji man sakė.	He wasn't as handsome as she told me.
Jìs palìko pìnigus namiẽ.	Jis paliko pinigus namie.	He left the money at home.
Jìs palìko priẽš vãlandą.	Jis paliko prieš valandą.	He left an hour ago.
Jìs ỹra gražùs kaĩp diẽvas!	Jis yra gražus kaip dievas!	He is beautiful like a god!
Jū̃s tùrite pradėtì gyvẽnimą ìš naũjo.	Jūs turite pradėti gyvenimą iš naujo.	You should make a fresh start in life.
Kíek kar̃tų àš turiù táu sakýti?	Kiek kartų aš turiu tau sakyti?	How many times do I have to tell you?
Kóks kláusimas! Žìnoma kàd àš ją̃ mýliu.	Koks klausimas! Žinoma kad aš ją myliu.	What a question! Of course I love her.
Kóks kláusimas! Žìnoma kàd àš jį̃ mýliu.	Koks klausimas! Žinoma kad aš jį myliu.	What a question! Of course I love him.
Laĩkas mirtì.	Laikas mirti.	Time to die.
Màno tė́vas nėrà tóks senàs kaĩp jìs atródo.	Mano tėvas nėra toks senas kaip jis atrodo.	My father is not as old as he looks.
Mán skaũda rañką.	Man skauda ranką.	My arm hurts.
Mū́sų sūnùs mìrė kãro metù.	Mūsų sūnus mirė karo metu.	Our son died during the war.
Niẽkas nenóri kãro.	Niekas nenori karo.	Nobody wants a war.
Niẽkas pasáulyje nenóri kãro.	Niekas pasaulyje nenori karo.	Nobody in the world wants war.
Pasakýk mán sàvo var̃dą.	Pasakyk man savo vardą.	Tell me your name.
Pàs manè baĩgėsi pinigaĩ.	Pas mane baigėsi pinigai.	I have run out of money.
Šiañdien ỹra gẽra dienà mirtì.	Šiandien yra gera diena mirti.	Today is a good day to die.
Taĩ nebùvo màno kláusimas.	Tai nebuvo mano klausimas.	That wasn't my question.
Taĩ ỹra puikì mintìs.	Tai yra puiki mintis.	That's a brilliant idea.
Tė́vas dìrba.	Tėvas dirba.	The father works.
Tiẽsą sãkant, àš nenóriu sù jaĩs eitì.	Tiesą sakant, aš nenoriu su jais eiti.	To tell the truth, I don't want to go with them.
Tù tùri pradėtì sàvo gyvẽnimą ìš naũjo.	Tu turi pradėti savo gyvenimą iš naujo.	You should make a fresh start in life.
Výrai niẽko nežìno apiẽ móteris.	Vyrai nieko nežino apie moteris.	Men know nothing about women.
Ỹra tìk vienà problemà.	Yra tik viena problema.	There's just one problem.
Ar̃ girdė́jai apiẽ tą̃ kàs įvỹko vãkar nãktį?	Ar girdėjai apie tą kas įvyko vakar naktį?	Did you hear about what happened last night?
Ar̃ taĩ ỹra méilė?	Ar tai yra meilė?	Is this love?
Àš nemačiaũ jõ kẽlias dienàs.	Aš nemačiau jo kelias dienas.	I haven't seen him in a few days.
Àš niekadà nemačiaũ namõ bè dùrų.	Aš niekada nemačiau namo be durų.	I've never seen a house without a door.
Àš pamaniaũ kàd tù màno brólis.	Aš pamaniau kad tu mano brolis.	I mistook you for your brother.
Àš turiù nãmą.	Aš turiu namą.	I have a house.
Ateĩk rytój rytè.	Ateik rytoj ryte.	Come tomorrow morning.
Eĩk ir̃ atidarýk durìs.	Eik ir atidaryk duris.	Go and open the door.
Grį̃žk į̃ sàvo viẽtą.	Grįžk į savo vietą.	Return to your seat.
Jìs ateĩna čià dù kartùs per̃ saváitę.	Jis ateina čia du kartus per savaitę.	He comes here twice a week.
Jõs dukrà ỹra labaĩ gražì.	Jos dukra yra labai graži.	Her daughter is very pretty.
Kaĩp sẽkasi jū́sų dukrà?	Kaip sekasi jūsų dukra?	How is your daughter?
Kaĩp sẽkasi tàvo dukrà?	Kaip sekasi tavo dukra?	How is your daughter?
Kókio jū̃s tùrite maĩsto?	Kokio jūs turite maisto?	What kind of food do you have?
Lãbas vãkaras, kaĩp sẽkasi?	Labas vakaras, kaip sekasi?	Good evening, how are you?
Mán nerū̃pi ką̃ tàvo mótina pasãkė.	Man nerūpi ką tavo motina pasakė.	I don't care what your mother said.
Màno namaĩ ỹra tàvo namaĩ.	Mano namai yra tavo namai.	My home is your home.
Màno tėvaĩ ỹra sveikì.	Mano tėvai yra sveiki.	My parents are healthy.
Mán skaũda galvà.	Man skauda galva.	I have a headache.
Mergáitė nóri žinóti tiẽsą.	Mergaitė nori žinoti tiesą.	The girl wants to know the truth.
Nekenčiù šìto dárbo.	Nekenčiu šito darbo.	I hate this job.
Nesù tìkra ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikra ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.
Nesù tikràs ar̃ taĩ berniùkas ar̃ mergáitė.	Nesu tikras ar tai berniukas ar mergaitė.	I'm not sure if it's a boy or a girl.
Nusiramìnk, sūnaũ.	Nusiramink, sūnau.	Calm down, son.
Šiẽ namaĩ nėrà màno.	Šie namai nėra mano.	This house is not mine.
Taĩ àš, atidarýk durìs.	Tai aš, atidaryk duris.	It's me, open the door.
Taĩ ỹra màno tė́vo namaĩ.	Tai yra mano tėvo namai.	It is my father's house.
Tà mergáitė apiẽ kurią̃ àš táu sakiaũ gyvẽna čià.	Ta mergaitė apie kurią aš tau sakiau gyvena čia.	The girl I told you about lives here.
Vìskas ką̃ girdė́jai ỹra tiesà.	Viskas ką girdėjai yra tiesa.	Everything you've heard is true.
Ar̃ jì dìrba šiamè miestè?	Ar ji dirba šiame mieste?	Does she work in this city?
Ar̃ tù žinaĩ ar̃ jìs tùri mergìną?	Ar tu žinai ar jis turi merginą?	Do you know if he has a girlfriend?
Àš čià turiù daũg draugų̃.	Aš čia turiu daug draugų.	I have a lot of friends here.
Àš manaũ, kàd ỹra šaunù, kàd tù gavaĩ tą̃ dárbą.	Aš manau, kad yra šaunu, kad tu gavai tą darbą.	I think it's great that you got that job.
Àš negalė́jau rastì jõ nãmo.	Aš negalėjau rasti jo namo.	I couldn't find his house.
Àš negalė́jau suprastì ką̃ jìs sãkė.	Aš negalėjau suprasti ką jis sakė.	I couldn't understand what he was saying.
Àš nóriu gyvénti miestè.	Aš noriu gyventi mieste.	I want to live in the city.
Àš pažį́stu tą̃ mergìną.	Aš pažįstu tą merginą.	I know that girl.
Àš táu paródysiu sàvo kam̃barį.	Aš tau parodysiu savo kambarį.	I'll show you my room.
Àš turiù daũg draugų̃.	Aš turiu daug draugų.	I have many friends.
Dė̃l Diẽvo méilės niẽkam tõ nesakýk.	Dėl Dievo meilės niekam to nesakyk.	For God's sake don't tell it to anyone.
Dúok mán dvì minutès.	Duok man dvi minutes.	Give me two minutes.
Grį̃šiu põ valandõs.	Grįšiu po valandos.	I'll be back in an hour.
Gyvẽnimas prasìdeda tadà kadà tù esì pasiruõšęs jį̃ gyvénti.	Gyvenimas prasideda tada kada tu esi pasiruošęs jį gyventi.	Life begins when you're ready to live it.
Ìš pradžių̃, àš negalė́jau suprastì ką̃ jìs sãkė.	Iš pradžių, aš negalėjau suprasti ką jis sakė.	At first, I couldn't figure out what he was saying.
Jì čià tùri daũg draugų̃.	Ji čia turi daug draugų.	She has a lot of friends here.
Jíems reĩkia draugų̃.	Jiems reikia draugų.	They need friends.
Jì mýli kìtą výrą.	Ji myli kitą vyrą.	She's in love with another man.
Kodė̃l taĩ daraĩ, Tòmai?	Kodėl tai darai, Tomai?	Why are you doing that, Tom?
Kuriuõ metù jìs išė̃jo?	Kuriuo metu jis išėjo?	At what time did he leave?
Mán į̃ gálvą atė̃jo kvaĩla mintìs.	Man į galvą atėjo kvaila mintis.	A foolish idea came into my mind.
Mán skaũda rankà.	Man skauda ranka.	My arm hurts.
Mẽs ẽsame gerì draugaĩ.	Mes esame geri draugai.	We are good friends.
Mùms nebùvo leñgva rastì jõ namùs.	Mums nebuvo lengva rasti jo namus.	It was not easy for us to find his house.
Nè, jìs nėrà naujàs màno vaikìnas.	Ne, jis nėra naujas mano vaikinas.	No, he's not my new boyfriend.
Nè, taĩ nėrà màno naujàs vaikìnas.	Ne, tai nėra mano naujas vaikinas.	No, he's not my new boyfriend.
Paláuk minutė̃lę. Àš nóriu táu kažką̃ pasakýti.	Palauk minutėlę. Aš noriu tau kažką pasakyti.	Wait a minute. I want to tell you something.
Paláuk minutė̃lę.	Palauk minutėlę.	Wait a moment.
Prašaũ paláuk pùsę valandõs.	Prašau palauk pusę valandos.	Please wait half an hour.
Puikù turė́ti šeĩmą.	Puiku turėti šeimą.	It's great to have a family.
Šaunù turė́ti šeĩmą.	Šaunu turėti šeimą.	It's great to have a family.
Tàvo plãnas skam̃ba puĩkiai.	Tavo planas skamba puikiai.	Your plan sounds great.
Vieniñtelis dalỹkas, kurìs jám rū̃pi, ỹra pinigaĩ.	Vienintelis dalykas, kuris jam rūpi, yra pinigai.	The only thing he cares about is money.
Ar̃ čià kažkur̃ ỹra taksì?	Ar čia kažkur yra taksi?	Are there taxis around here?
Ar̃ jū̃s tùrite knỹgą?	Ar jūs turite knygą?	Do you have a book?
Ar̃ mateĩ màno žmóną?	Ar matei mano žmoną?	Have you seen my wife?
Ar̃ tù mateĩ kóks dìdelis ỹra jų̃ nãmas?	Ar tu matei koks didelis yra jų namas?	Did you see how big their house is?
Ar̃ tù tùri knỹgą?	Ar tu turi knygą?	Do you have a book?
Ar̃ vaikaĩ eĩna į̃ mokỹklą?	Ar vaikai eina į mokyklą?	Do the children go to school?
Ar̃ ỹra skìrtumas?	Ar yra skirtumas?	Is there a difference?
Àš galvóju apiẽ tàvo plãną.	Aš galvoju apie tavo planą.	I'm thinking about your plan.
Àš mačiaũ tàvo tė́vą.	Aš mačiau tavo tėvą.	I saw your father.
Àš nóriu eitì į̃ mokỹklą.	Aš noriu eiti į mokyklą.	I want to go to school.
Àš pamiršaũ jõ var̃dą	Aš pamiršau jo vardą	I forget his name.
Àš pažį́stu tàvo tė́vą.	Aš pažįstu tavo tėvą.	I know your father.
Čià ỹra màno šìrdis.	Čia yra mano širdis.	Here is my heart.
Dėkóju táu ìš visõs širdiẽs.	Dėkoju tau iš visos širdies.	I thank you with all my heart.
Diẽvas ỹra blogàs.	Dievas yra blogas.	God is bad.
Diñk ìš màno gyvẽnimo!	Dink iš mano gyvenimo!	Get out of my life!
Dúok mán sàvo knỹgą.	Duok man savo knygą.	Give me your book.
Grį̃šiu rytój vakarè.	Grįšiu rytoj vakare.	I'll be back tomorrow evening.
Jéi táu manę̃s reikė̃s, àš bū́siu sàvo kambaryjè.	Jei tau manęs reikės, aš būsiu savo kambaryje.	If you need me, I'll be in my room.
Jì jaũ išė̃jo į̃ mokỹklą.	Ji jau išėjo į mokyklą.	She has already gone to school.
Jì nėrà màno sesuõ, jì màno žmonà.	Ji nėra mano sesuo, ji mano žmona.	She is not my sister, she's my wife.
Jì nėrà tokià kaĩp jì bùvo priẽš dẽšimt mẽtų.	Ji nėra tokia kaip ji buvo prieš dešimt metų.	She is not what she was ten years ago.
Jìs dãvė jái knỹgą.	Jis davė jai knygą.	He gave her a book.
Jìs mìrė priẽš dẽšimt mẽtų.	Jis mirė prieš dešimt metų.	He died ten years ago.
Jìs nėrà blogàs žmogùs.	Jis nėra blogas žmogus.	He's not a bad person.
Jìs netùri eitì į̃ mokỹklą.	Jis neturi eiti į mokyklą.	He doesn't have to go to school.
Jìs palìko sàvo žmóną ir̃ vaikùs.	Jis paliko savo žmoną ir vaikus.	He left his wife and children.
Jì tùri dẽšimt vaikų̃.	Ji turi dešimt vaikų.	She has ten children.
Kaĩ àš atėjaũ į̃ mokỹklą, teñ jaũ niẽko nebùvo.	Kai aš atėjau į mokyklą, ten jau nieko nebuvo.	When I came to the school, there was nobody there anymore.
Ką̃ jìs veikià sàvo kambaryjè?	Ką jis veikia savo kambaryje?	What is he doing in his room?
Kambaryjè niẽko nėrà.	Kambaryje nieko nėra.	There's no one in the room.
Kìto kar̃to nebùs.	Kito karto nebus.	There won't be a next time.
Kurìs nãmas ỹra jõ?	Kuris namas yra jo?	Which house is his?
Kuriuõ metù galė́tum pàs mùs rytój ateitì?	Kuriuo metu galėtum pas mus rytoj ateiti?	At what time would you be able to come to us tomorrow?
Laikýk sàvo rankàs vir̃š stãlo.	Laikyk savo rankas virš stalo.	Keep your hands above the table.
Màno mótina negãli ateitì.	Mano motina negali ateiti.	My mother can't come.
Mán patiñka šità mergáitė.	Man patinka šita mergaitė.	I like this girl.
Mán pavỹko gautì tą̃ knỹgą.	Man pavyko gauti tą knygą.	I succeeded in getting the book.
Mergáitė eĩna į̃ mokỹklą.	Mergaitė eina į mokyklą.	The girl goes to school.
Mẽs bùvome kartù tìk trìs mė́nesius.	Mes buvome kartu tik tris mėnesius.	We've only been together three months.
Mýliu tavè ìš visõs širdiẽs.	Myliu tave iš visos širdies.	I love you with all my heart.
Namaĩ stõvi artì víenas priẽ kìto.	Namai stovi arti vienas prie kito.	The houses stand near to each other.
Nedarýk tõ dár kar̃tą!	Nedaryk to dar kartą!	Don't do it again.
Nekenčiù tavę̃s ìš visõs širdiẽs.	Nekenčiu tavęs iš visos širdies.	I hate you with all of my heart.
Nenóriu į̃ mokỹklą.	Nenoriu į mokyklą.	I don't want to go to school.
Nóriu pamatýti šį̃ fìlmą.	Noriu pamatyti šį filmą.	I want to see the movie.
Padė́k knỹgą atgal̃, kur̃ jì bùvo.	Padėk knygą atgal, kur ji buvo.	Place this book back where it was.
Prašaũ laikýk omenỹ tą̃ ką̃ àš pasakiaũ.	Prašau laikyk omeny tą ką aš pasakiau.	Please bear in mind what I said.
Prãšom ateitì dár kar̃tą põ trijų̃ dienų̃.	Prašom ateiti dar kartą po trijų dienų.	Please come again in three days time.
Šitàs žõdis ỹra labaĩ gražùs.	Šitas žodis yra labai gražus.	This word is really beautiful.
Taĩ ỹra màno nãmas.	Tai yra mano namas.	This is my house.
Taksì láukia laukè.	Taksi laukia lauke.	The taxi is waiting outside.
Tàs nãmas ỹra labaĩ mažàs.	Tas namas yra labai mažas.	That house is very small.
Tàs výras ỹra negývas.	Tas vyras yra negyvas.	This man is dead.
Táu laĩkas eitì į̃ mokỹklą.	Tau laikas eiti į mokyklą.	It is about time you went to school.
Tiẽsą sãkant, àš jaũ mačiaũ tą̃ fìlmą.	Tiesą sakant, aš jau mačiau tą filmą.	To tell the truth, I've already seen the movie.
Varýk mán ìš kẽlio!	Varyk man iš kelio!	Get the hell out my way!
Vélnias gãli ateitì.	Velnias gali ateiti.	The Devil may come.
Žiūrė́k į̃ knỹgą añt stãlo.	Žiūrėk į knygą ant stalo.	Look at the book on the desk.
Ar̃ galiù paliktì žinùtę?	Ar galiu palikti žinutę?	Can I leave a message?
